3 	 200 	 500 
23	116	196	3.858384655499968
54	154	161	-2.6570158820517253
5	6	67	-9.006820692958781
12	21	126	5.221213828956326
89	179	198	-5.596486169617383
21	82	134	-4.295066914685335
69	74	101	-4.5700877361439325
114	173	191	0.6038961081712344
71	144	172	2.5682197995442753
7	135	199	1.5952355004854528
28	136	184	5.143469465149732
11	84	95	-2.7096654597507763
77	140	148	2.9584604818460036
58	128	138	5.958516685157386
38	109	113	-9.416718234360758
42	110	145	9.561419890131532
17	49	84	-3.140342541711016
60	99	139	7.13794581600251
1	168	199	-5.959848216994967
12	50	140	1.6141259730117508
116	118	124	-2.5792978336864785
90	155	164	-1.8899250527140214
53	64	126	-1.9318989200963
98	118	147	-4.46456384884975
66	69	170	-2.239588992631787
53	109	124	-7.296601191570851
13	166	179	-2.445662455900486
128	162	190	-4.804208014217437
64	186	187	0.5511493215679781
13	47	147	6.039989813754566
76	91	179	3.9440082809364885
27	114	133	-6.089315619334245
27	109	162	6.2088828713162485
96	144	193	-0.6935158801036607
113	149	156	-7.216513746159075
47	63	104	9.64642290475538
46	81	154	3.649261662818251
10	28	35	7.495658992133272
42	77	135	-3.8980698069098825
2	20	37	6.033835779948905
91	110	189	3.32757994261501
103	156	195	-6.084491940699328
84	108	198	-0.483088013047686
38	42	133	-3.1639277086109256
1	38	157	9.034686580067564
21	39	103	9.664903063617974
130	146	191	8.342737744154913
30	89	132	-6.736199182982931
79	86	87	6.113223532749167
88	121	140	-4.079150873355912
20	108	139	1.2513199176667946
14	55	118	4.348738608819481
12	131	139	-7.04217708760291
99	131	156	-2.6072240333089436
20	73	154	-6.475246248538335
3	53	172	-9.16720995366099
28	133	174	4.057963330772164
66	81	157	-5.420222794342786
70	136	158	-9.107389635523155
74	186	188	-9.729193772357505
24	49	123	-5.545330874081936
5	110	122	-5.961995974146134
71	113	132	-0.07605205932074988
87	114	127	5.810485619752042
133	149	200	-3.7545420266280143
23	147	152	0.7715296853201323
59	120	187	6.194557449902543
2	28	104	-7.085598919019045
37	87	104	4.690706005072226
6	114	171	6.145451990728347
14	25	197	9.783248382774854
33	51	104	-6.454410599841392
141	156	168	3.4762186664721035
83	138	159	5.807879149354527
73	113	140	7.746275835030943
82	119	188	2.6575473628660333
12	22	129	5.337265793271699
102	106	151	-9.11054753380583
113	177	194	-8.576890278270046
10	151	160	3.547213114542167
73	78	108	-1.2260802870972896
53	101	151	-5.66248424271413
113	141	142	-3.783918076918047
25	164	190	2.398962365949888
16	66	112	3.41674346141909
18	35	146	7.906512188738329
61	98	124	-2.298664269649178
118	131	152	7.098101306124327
106	160	198	3.160278920710164
52	122	125	-7.8954115327003915
39	68	187	3.5124102926374547
81	138	139	7.115467299017304
10	25	97	7.275691884267282
66	173	188	9.891816140265398
34	105	158	-2.6496785846834348
44	109	192	-5.067597502940191
77	99	108	6.087728238894105
49	150	179	-2.3785649035220002
13	35	179	-5.399822657620545
64	132	176	-0.10319258697611566
69	70	165	-4.872751963653757
68	97	147	-1.3029254075418173
25	84	98	3.7650964457729614
17	131	167	-5.748006073078411
94	122	128	-4.768352975226577
32	51	199	-9.967819680945723
46	77	111	-8.119281075885008
27	40	49	4.123659989306855
62	103	181	9.25783892008679
56	126	129	-6.628624637718358
56	81	145	1.4991686677789566
17	39	198	7.392126807827665
36	134	167	-2.6822621862465272
79	125	143	6.899928759474719
1	10	155	8.14926057298727
4	78	194	-8.19642097371428
6	75	76	-6.2517313288382725
61	132	185	-9.791880327773066
43	116	122	-0.20085738252317142
26	28	78	-5.681730703702293
26	64	158	4.089439023067705
68	182	192	5.964550464489696
6	108	198	2.4450347144424285
1	10	28	3.3364658754786074
63	100	101	7.89676237836834
99	103	137	9.466922732470127
54	116	186	-1.0460438349147836
73	108	129	-3.3438184632212593
57	99	180	-2.6508384335906836
33	89	139	-5.273580380328246
97	106	128	7.7300266051182795
31	102	103	-1.8509697353294747
54	102	160	4.753476855611217
13	87	160	-8.58661810585451
29	151	154	-6.659943796802397
36	74	180	3.3930911501903758
49	64	176	-7.996891788703362
17	73	192	-4.464123956486303
35	129	191	-3.5036128304889536
33	79	124	-0.3316304454643415
36	74	106	-9.02328478640241
75	98	138	-8.60773730443039
137	186	189	-6.368938319317703
89	176	177	-0.21376980041168103
37	99	118	-0.983405094522432
53	57	115	3.404838400885863
25	39	148	6.3202932587611755
38	113	166	-4.740634345914307
120	123	184	4.109819160435604
59	115	164	0.9775547304228418
64	148	181	0.42711639530335965
5	77	197	1.5344252927035846
62	150	168	-8.817615523045912
46	72	181	5.27488091217451
93	95	146	-5.311924234863854
30	98	173	-2.404293272552742
45	103	180	-4.512079312301809
13	24	111	-1.8445230611343355
60	99	147	-7.383918640942566
18	54	195	4.731834096915797
10	15	66	-2.1106049697193052
83	133	150	-0.43660580006440064
28	91	108	-4.306421863736707
57	71	164	9.547408721860887
87	148	151	-8.582788414388173
1	39	144	6.489460492064783
21	112	157	-3.3336742362278615
15	66	86	9.861384986243976
83	148	161	-6.769233560867649
22	47	142	4.327034447159177
66	101	200	-8.028670120828865
1	31	131	-6.115392277996903
121	163	174	8.40136057041289
39	89	188	-3.000358348105703
7	69	101	6.428278066454311
42	50	140	6.264331118810947
8	80	149	-7.357468821462742
22	132	200	-0.12236258705571856
18	95	177	5.660560997318644
17	85	136	3.691144083094004
3	54	111	-1.5058765025766299
17	29	87	1.2159544101549784
25	120	189	2.952000635460003
12	72	131	-8.990251708603756
7	69	128	8.278249399637858
78	96	132	9.03858806797393
66	110	128	-3.2719840147199903
53	126	147	7.310222808944452
57	108	188	-9.838657929164443
16	72	128	-0.07555439805632602
65	121	183	4.433938937532982
79	89	164	-4.051662692622338
2	154	192	9.601303608430033
43	98	174	5.929624957674683
70	94	145	6.820614673392132
49	87	147	-6.539841631153866
29	35	44	-0.6509648154301004
14	109	148	-8.457080545229854
89	114	144	-4.102923793461965
70	90	152	2.815398938248599
5	52	60	9.950377663883202
37	138	193	-7.920359141090367
27	59	75	-8.37883073333778
63	140	155	3.002199315237146
