3 	 200 	 450 
23	54	76	4.95637417822998
18	94	107	1.4916767648858436
4	44	107	4.500111137491434
3	99	135	1.0332878459021053
23	48	185	6.200127411303708
86	113	142	2.8379796806355184
5	106	160	0.6032798018106522
28	124	191	3.3316166718579847
130	164	172	-0.3652877502616896
119	124	140	-6.572500613152088
35	165	192	2.274708386959535
9	43	97	-3.8660035530236625
81	123	149	-5.6287790430266815
72	122	191	2.7600552242049563
85	99	133	3.951881722034578
28	75	177	8.235343859393904
120	125	188	-7.481355701728869
45	153	186	5.758102219755017
41	93	110	-0.7171344857589919
21	87	94	-9.010239528342534
40	68	88	2.000476098620368
8	129	194	0.030963367418843646
75	80	187	-8.23730948791563
10	99	153	-1.0487959382602146
13	15	79	-1.1063615375775644
21	76	180	6.186682535335052
102	114	188	3.8576544723353745
2	45	200	4.610415097106085
27	65	155	-1.8742064042192563
120	142	191	-6.920013700265864
60	89	91	-0.40378158355430926
20	28	191	-2.8910150271709583
77	111	175	-9.493936820904585
39	87	143	8.3406581934996
35	115	159	-7.250554229509403
89	150	178	7.238379941963984
104	136	153	1.4564562270731436
88	112	120	4.3075962726501
74	123	148	2.497309172834898
144	173	177	2.344624452251285
154	159	186	-0.18814108853497302
10	18	122	5.723678424237848
26	52	179	6.037791331437546
16	102	132	5.611701291944293
24	72	111	-5.790400110447509
76	77	81	0.44845985387760834
26	154	159	-4.459433356551184
39	49	191	-9.601097050125517
27	93	173	-3.732659096709461
70	112	185	-9.089182639165587
32	42	117	-8.05892806552741
97	193	197	-0.7670692897637537
23	73	150	-2.171390646349158
22	149	168	9.653484986008259
51	73	181	-8.377788450840038
112	116	188	3.3178911764613854
65	173	192	1.8720512357117958
124	155	166	-6.971932937129395
7	25	32	9.327898975984109
33	106	112	0.6379640184403339
48	105	138	-9.285079426784113
9	114	128	6.363598279578497
1	76	200	5.181975255816383
3	54	104	5.117683236431487
7	117	141	8.92703549594837
105	145	199	-9.91848596400039
30	58	68	6.485968282497669
41	48	133	2.573561987735074
84	97	157	-6.866819442399336
47	100	158	-9.242610210190653
77	172	194	3.2280448519275566
102	110	156	3.499262725917305
19	114	121	-3.085610228802884
83	169	176	-9.224119433659329
9	66	128	1.2219289362811132
34	37	192	-0.7608396412512413
50	59	119	9.922074407243116
36	41	131	-6.604969979553563
75	152	156	-9.624681909327748
15	184	196	3.2817947508501355
115	140	195	-0.7516641420689396
122	152	179	8.447845615611534
14	65	154	3.3913682958781237
2	79	174	-4.279230400717071
69	92	117	-0.130857809735474
12	83	192	7.583746841867534
33	117	120	2.180145245679121
93	109	115	4.283598873713235
49	78	174	4.766948738937449
123	159	190	1.0081848905028057
50	54	199	6.410636181064817
6	37	177	-4.142684051339442
7	143	155	2.9818402766530987
43	58	186	-1.314005778644031
41	58	172	1.0641039833890424
27	31	167	-0.10145709196170039
4	21	111	6.992937858318896
4	41	180	6.929041821179052
93	177	199	-4.090819667193166
38	122	176	-9.545472250331084
83	140	176	8.39892434823049
155	170	182	-5.9009163473515125
3	58	125	-5.800367363627785
6	84	116	-2.842401465791915
9	11	39	-8.130185624637473
1	94	131	-9.38172065960109
8	11	63	-3.487801704112412
15	94	114	-8.457853318770365
45	51	90	-5.839321704581179
12	36	171	-8.102341122529692
75	94	137	-7.420716690834929
35	162	197	5.448499095859239
55	142	163	8.57694154701122
8	45	70	8.307414924725485
21	58	67	-9.554960161363157
22	120	129	4.008635899385222
85	88	92	-9.077421299795354
22	42	60	-8.34015865710743
97	109	136	-8.151792997193878
47	78	86	-4.110427791324414
94	130	189	8.447414470268544
67	114	125	-1.964694772771523
35	101	186	-5.932394154203589
8	16	157	-0.6134605287552493
24	64	96	2.351089539843942
13	186	199	-6.67445929948822
19	38	159	-1.9035514538845781
11	35	160	-8.217723548170515
32	90	152	-1.2577458134001418
120	128	194	4.33946241559099
66	77	139	-9.479055260305643
2	167	199	8.270779380851195
46	107	117	7.205708123902408
25	103	167	-7.841296169889551
31	158	161	4.0201001011685875
39	89	199	8.49435184637754
33	79	166	2.858701607894673
108	123	187	4.628400648071278
12	174	187	1.74368488753837
12	48	181	-8.51031947686675
13	100	191	3.155175049131957
47	86	127	8.2003341952305
20	32	125	6.084108365692092
41	64	180	4.300871066276045
116	132	139	-9.890827943177925
10	108	180	-3.0901349985666826
39	45	46	2.761990605772798
38	66	197	-7.546351192583813
53	95	99	4.7504950402998745
2	22	191	8.380991080826544
27	119	196	4.325196642006885
68	167	196	-2.7036404979902295
90	186	198	7.907386035028551
52	166	188	-3.721697029656193
4	111	121	-9.314186366895779
3	57	120	-2.5745454663611422
68	82	110	3.9944268307079707
10	100	170	0.6302335029066537
16	25	158	0.375533245415534
18	111	183	-3.824836373950755
101	110	140	-8.844974435752382
67	108	146	-7.279326783768944
51	107	123	-3.7254859732290635
28	70	135	5.222256048292653
62	123	141	-1.7420732385082225
23	48	94	3.5937702367835413
28	49	144	4.858012999949199
60	61	140	-8.472848434245401
40	108	131	3.080295022561966
7	157	160	5.301807004142507
14	121	197	1.025882080539633
27	68	100	0.5989172740092918
73	82	113	2.2030470809559013
56	136	199	-4.358134885385791
14	75	126	0.3392220100045762
62	149	196	-8.342793496546246
2	106	172	-5.02745963213147
64	84	193	-8.862484409034456
3	87	139	6.9269195001347015
52	126	188	3.8304935404498153
16	111	181	-8.284002768455165
87	124	178	7.639225609848857
51	138	140	-3.716925204723962
5	122	147	1.8198615163523773
76	167	184	7.897522622884637
24	44	185	-2.69410269265453
57	75	158	8.032327174305607
4	35	59	-7.628313011299235
34	73	147	2.018109098374355
104	135	173	-3.789834039833
114	137	199	8.633405184523053
92	108	153	-6.91869854570256
103	115	196	5.641623579982728
3	7	10	-6.193038221303187
9	18	200	3.3502579331690505
17	83	120	-4.589092757065147
93	107	133	-8.346922332825741
30	100	183	6.855927143886454
99	101	134	-0.9283180358781795
52	104	125	-5.988783966817042
30	73	90	-2.633054445475988
35	49	142	0.555189510491525
30	71	151	7.4764644648447245
113	124	151	2.716373826036115
40	54	182	-2.0894673989447803
9	101	157	8.802463954282512
55	88	174	8.747641043223616
55	69	167	0.3713427429085687
84	186	188	4.921930589146655
5	58	188	-7.861949185958343
77	133	136	8.123190394843146
53	94	174	7.946989482800046
28	187	189	-6.252819597785777
14	109	149	8.885142542850097
112	142	150	-7.663796738137267
4	158	170	1.0328027774798958
6	31	103	7.002961744843866
22	79	97	3.3384043055724497
55	157	159	-2.913758107378812
57	64	198	-2.7102161201324737
39	130	149	0.8861283522748842
4	25	114	1.517307772740775
109	157	181	-4.793985381065244
14	65	79	3.4819986611663616
50	122	153	8.29089825309675
11	100	158	4.191372255464758
35	56	93	-8.836685486341656
13	70	155	-6.320467819182989
17	94	101	3.5898178663230063
120	132	166	4.711343551624212
4	74	119	-6.376497166167569
47	89	118	1.9583826933454969
16	89	117	-5.804148300483389
3	7	149	1.2758138946113746
35	42	80	-4.381136115590212
63	180	193	9.657037709186167
24	72	198	-5.8730451085207624
70	84	172	6.3672208219432065
73	173	191	-1.0664978395484646
1	25	143	-7.565864091521341
141	170	194	7.5372330603246525
85	131	193	-1.1984028711863175
66	145	197	-2.0352668699328174
97	121	181	5.486493096591831
18	38	41	2.7720540421483353
