3 	 200 	 450 
47	129	167	4.852261737246845
38	66	80	-1.15389898646567
23	26	136	-4.308675156030793
21	99	138	-6.9205629912397875
103	120	141	5.991668100869184
11	17	175	-8.310894972352393
83	87	113	-3.083296568122595
18	125	195	-6.89138535323745
39	54	141	-3.257492144948748
71	129	188	-8.731243003026417
24	61	175	5.624526687396383
69	155	159	2.454272194049693
75	96	102	-8.766043218746375
56	132	192	-3.512741186673784
58	149	167	2.9231614723582915
47	66	198	-4.450980027725264
24	74	83	0.5091063085067091
14	118	128	-3.45411789154638
39	44	112	-6.648772276450514
49	97	141	-5.549999260845507
82	133	172	6.383944714885622
7	92	114	9.824501830200706
58	71	117	-4.026779187400233
38	52	135	1.379102871192508
84	111	162	-0.045510253778004994
14	76	120	9.419199492177597
43	150	164	6.574155128589247
92	141	184	-3.9425363506193367
42	84	162	0.5433490167625976
46	99	178	2.5490482157393206
33	78	83	-8.572364516337004
132	163	178	-9.277057996009784
24	105	175	6.426750967572357
44	49	169	-1.1368526850829141
4	31	54	2.5649911678523356
68	88	123	9.138756520752175
26	136	191	-0.22001623789002878
73	79	189	-4.667184909680642
31	139	164	-6.337430764065721
67	102	112	-4.526940036368162
17	61	101	-1.0323832888470719
97	120	161	-4.905201218896673
38	59	65	5.005120176330507
33	82	149	-8.503384155445207
63	76	97	7.797846293376761
6	7	199	0.545577401337642
22	30	80	-4.065995229498657
16	17	183	-8.690911995824212
23	40	160	9.56840132593144
104	120	174	7.9521127134192895
106	130	133	8.53271453975534
133	139	185	-6.349852075438818
66	71	196	-5.511640257888759
54	185	198	-2.36165585776273
15	125	160	-0.003091740953866662
8	17	106	-2.5969082086940976
3	74	134	-6.120079533467617
21	85	105	-3.0359187699145735
37	141	152	-0.718337869555139
45	77	102	-2.1955318261183265
7	30	151	-1.929661916572794
6	7	172	9.218381711507849
23	105	124	-7.198600839835143
2	58	144	-8.251667816656846
19	50	112	2.1679357717155945
45	81	190	-1.4478082605530282
2	124	129	7.7453373571001976
104	165	177	8.564115502723133
28	61	169	1.4544991229157933
101	114	146	2.6282216796643443
2	24	133	-6.048550684490131
9	44	173	9.307271843728412
127	139	190	6.287384609608871
43	116	159	3.7739630138698637
106	124	131	-5.057216590648739
28	57	96	5.196214587676785
88	111	162	-4.946725097486229
11	98	174	-3.8099430027309378
64	71	134	0.6043251990648422
24	29	56	2.6414713930730827
7	10	175	5.746431195392812
71	76	130	-5.609380604135879
23	61	178	-3.6838725320067915
3	130	132	-2.5578385081259984
66	119	178	-7.531666327204942
71	156	191	5.511012653666828
12	191	199	-3.5124863060317786
111	143	186	-3.487377635086486
33	139	141	-9.312168604055017
6	25	33	-0.513098691910006
3	35	173	0.4898667463209545
16	73	135	-4.279712591084596
60	95	130	-3.2205581981381375
118	122	173	1.2569558495538615
9	155	167	6.915445983883316
12	190	192	-2.6502349759360166
79	123	166	-6.079312859709123
4	83	182	-8.436553239714122
65	142	186	5.641790471833568
2	14	51	-0.7109540539379129
30	161	176	-4.248303958564909
74	79	89	0.5717619905167481
54	119	188	-0.39084448282081574
105	106	132	0.5253782515506966
32	74	142	-6.210149611185378
53	97	162	1.8612038691469905
11	12	153	-9.144835114362822
68	122	152	1.9601254298608524
6	156	182	9.505215441502624
98	110	194	5.241806482469261
48	57	141	-0.6174283201359909
63	94	158	-6.288018314221424
63	119	159	-4.796591477809624
33	130	150	-8.653272606389656
15	21	176	6.5955110325644135
56	90	110	0.30464577799459214
65	115	136	-0.4632197412819927
28	120	163	-9.347799733129165
4	31	57	-3.183624966643195
50	99	199	1.2131045260558437
31	168	171	-3.3852983342943954
45	96	188	-9.90335864545858
72	111	123	3.824189814204235
130	146	194	-5.3073110913050385
42	54	200	-0.7064437258551148
119	132	134	-4.526929356947697
48	184	189	8.589315241506576
38	81	87	-4.090595455626969
91	154	187	5.096469006450512
61	73	134	6.913082652852154
34	95	99	2.1482649065586497
24	105	148	4.122082883468618
91	165	173	8.39286486562655
74	105	158	0.5376289779185068
21	77	192	-9.482258939314523
25	111	141	5.868733062387578
81	129	150	-1.951555767817375
10	26	195	5.282016375582961
80	109	131	-7.959240661854407
32	134	153	-3.974152326704985
16	86	181	3.6856768039416217
77	82	90	6.705118885814581
45	126	173	8.037046510244679
46	58	136	-5.458174200128263
61	67	195	-2.7894566904325613
39	72	110	-1.428308239952818
39	84	158	0.11951405793780623
12	109	170	-7.503597482548483
111	117	173	7.918890019134434
118	136	194	-8.949109037206792
17	131	179	-6.250734016963673
8	52	107	0.5264884441000035
118	127	191	9.709109809169817
1	55	101	9.004742202130846
68	112	160	9.38547081365089
20	135	190	4.0590607363749065
33	73	101	8.086101384244241
60	106	192	1.9629155214503857
10	125	129	-4.031693810575532
71	78	151	-3.3745973931673356
59	180	199	-0.9734636684664792
21	50	111	-2.881850337705572
43	72	74	-7.495153123605807
57	69	112	6.708637188465492
1	38	87	6.541013231273613
79	148	182	-3.853806318528548
12	41	92	7.184298902587411
29	75	165	9.75928841022355
93	174	196	8.586594400743884
52	178	193	-2.4229596848312607
57	101	175	5.1145449635808955
24	162	192	7.58443065783726
46	49	190	0.6231591694462342
22	120	147	-5.68297664936744
22	31	113	-6.174240439326653
54	106	147	4.040163181846964
24	91	93	9.42176909059437
43	159	168	3.6168045080981592
34	90	109	4.365843152499156
2	59	72	9.933787954460161
75	104	193	4.631846080624882
73	108	153	8.348401460346551
64	75	120	5.5626003932109285
115	125	179	-7.932165362262731
40	139	176	8.924925376091053
31	92	185	3.4004308193801087
54	120	175	-3.053482618641146
13	22	111	6.094828015667776
118	123	171	8.836215377471245
58	147	168	2.591900100795394
68	80	103	7.0926439656694065
83	157	174	3.9235993436845344
2	96	181	6.636873362444465
10	97	103	-3.292996838554167
18	142	162	3.4383229976246383
22	30	104	-1.2154162662999628
17	110	145	-6.5289173071353375
42	137	156	1.0670169654477846
26	45	128	-3.7342976012276408
62	169	171	-2.3627750503014333
71	104	183	5.200954607993333
39	81	181	4.139475731131018
26	109	130	-2.78594958130679
41	100	180	-4.025203923343721
15	34	109	-3.861547405452037
56	59	179	0.22315581156162168
9	13	79	-8.427209711199573
82	168	186	9.381336347681163
130	170	183	9.980567026057358
7	53	171	0.21222143611699096
10	50	179	5.034331244983942
9	109	188	7.797570330042131
28	79	160	-6.4203602798184285
18	58	60	-9.471587824404196
28	102	134	-1.255932421375256
35	115	200	3.565259913259112
13	67	175	9.257391834903292
43	74	116	-5.218860020893654
37	150	158	9.619765630145636
56	69	104	4.376695880987942
9	35	163	-6.6727661402933585
85	99	114	-3.6933120722473722
98	108	160	3.9277936174157517
66	186	188	2.602652601147888
77	87	108	1.1113685359365277
10	59	183	-3.5276864565842363
21	132	166	-3.8471805968593404
55	70	123	2.8316942415262343
21	65	150	-6.22649558646549
85	136	185	3.956130426960504
72	98	194	-2.9190952575844387
7	80	150	-6.326254007206067
113	124	179	-2.4795476416797735
73	125	196	-7.448964310320072
53	85	120	9.578695666399287
111	139	194	-8.765256522645037
26	32	90	-1.664599661578345
17	116	127	3.8786240170071746
5	45	100	5.568921689355841
58	109	163	-3.4941085209224703
11	100	157	5.337729048808402
57	71	182	9.956917860144824
60	121	180	5.610648923026622
20	116	194	-1.2295421206188166
15	132	195	-4.636672779038062
104	160	183	2.2977803374548618
81	91	173	9.944805620429811
125	165	171	9.580928428136971
47	72	117	0.8946968060316856
46	47	100	-2.2931307407115202
115	141	173	-6.4746408989490085
9	104	106	5.967049191704522
54	137	143	-1.8479824469820691
151	164	171	4.766475090116469
37	113	185	2.6730583858889094
109	123	132	6.183511901681392
125	147	170	-7.599456168885035
82	98	179	6.984143573472068
17	50	171	3.4406689713768923
25	135	178	8.986492326475322
74	93	193	7.505933694240575
55	87	111	-0.15187347059935163
88	166	180	-3.3530028309574984
75	154	174	-2.483672271375232
69	95	190	-2.6307225686566227
8	70	162	8.331931413470116
61	78	108	-3.4320689519174374
17	70	142	8.738297670198804
16	127	199	5.303973821064895
78	118	173	6.883091509486885
