3 	 200 	 400 
134	183	197	0.9718228108066658
6	55	86	-6.556210196385132
78	117	163	-2.693700381796303
94	141	186	8.036095730855518
43	61	149	-9.715459934515017
19	118	197	-1.0130181235946765
99	116	170	5.960073723170288
70	79	193	-9.435124718039225
31	52	104	6.947054350058416
52	58	64	-6.698062151237165
37	70	137	-2.2674356042907444
99	125	153	3.5592185487756396
40	126	185	3.095933697014244
112	118	191	-1.5794880505101432
45	157	186	6.92567735921012
76	104	146	-9.685750410717791
125	138	167	-7.968912724142734
74	172	190	2.0217166139266673
19	31	42	-0.644371042225595
10	101	102	8.383071571091453
26	67	153	9.744771693696268
28	117	182	8.627831819951975
49	63	72	5.182410372741666
84	108	198	-9.816073462750852
41	113	181	2.4247465060908286
32	55	183	6.962692392137491
47	120	149	2.701290254466393
17	62	70	1.3423735427202281
16	35	185	8.82427774526025
8	60	176	8.053987774356944
16	112	132	9.522520350853448
66	86	167	-0.09077438968588858
89	104	145	-5.412190434226504
76	152	182	-7.578797992840345
132	160	185	-5.368449285899278
42	133	197	6.117255365764326
1	55	126	-0.9690769673185162
25	53	190	-1.5691539610194187
23	126	136	-7.1911390380394185
93	144	161	-8.716752397549104
7	52	127	-6.685958715180789
50	51	166	-8.992612061799175
26	156	191	-1.579250555895186
114	153	163	2.8519476273788342
25	60	178	-3.210278743422652
52	60	80	-9.998969495048268
103	118	153	-9.426201702725368
45	111	163	4.467769123769855
69	74	162	1.8725293446348523
50	161	164	-7.612949630196317
106	132	181	8.913186994396433
44	95	117	2.6939879591295917
47	94	187	5.618752999857005
27	93	159	2.505872461599182
20	124	195	-7.963666178248219
6	126	167	-8.614607827278409
66	151	196	-5.848562188720175
44	88	99	-3.002444697030917
99	111	186	1.417031931109582
58	75	132	9.462806302275592
64	66	129	-8.021501936241739
85	158	185	5.690892802464312
96	175	195	5.827400155548087
10	119	143	-4.324339055912684
95	146	191	-0.6089908929571752
61	86	178	7.594796027825943
1	109	145	-9.89404921938954
26	53	140	-0.5137695400658178
34	66	130	-7.273629000289683
75	146	196	-5.098391405408407
29	136	158	-2.92418104276355
165	179	197	9.185689771737408
52	90	106	8.81791122886678
84	144	185	9.785077809149524
30	76	94	-3.0993033293151573
82	121	142	8.387014409753064
110	111	192	-7.087105829670302
109	133	160	0.6478955445224539
81	185	199	9.158598021845908
99	108	161	-8.101528167035601
15	56	145	-9.290603172150416
22	101	200	3.1325184195553817
43	112	141	-5.630041769702057
13	139	176	-4.713341596250887
85	134	148	-1.5421317908918617
32	97	98	-7.031678805253014
23	150	156	6.776781554587863
75	154	185	0.018734867115162146
10	25	191	-5.85785835705069
22	30	81	-8.128015125015711
16	85	114	-9.962734284236818
58	122	138	-5.54268969449496
8	142	194	-4.006630604641721
5	49	175	-2.542746283657058
112	119	188	-3.3499904526206414
41	136	142	1.306346580094468
101	178	195	-5.250963529401922
14	74	123	9.23484027686063
47	181	199	-4.35528925294536
14	162	199	-1.1416953282461613
119	151	175	-3.244706001623319
21	149	179	-8.364729296777327
5	78	152	-5.515809011807131
29	119	160	1.1821462598602999
30	92	170	-6.810370516315656
25	26	144	-1.9212559077871472
30	57	88	7.239181202393613
162	184	185	4.999343366850082
17	18	160	4.99810314042068
113	127	129	-8.377067098136202
57	152	194	3.104136181127643
4	157	160	9.612989444642825
90	111	178	-2.2327680373514873
148	162	180	2.27871653924322
141	182	196	-3.579828264463316
13	36	105	8.259788237905099
13	141	169	-5.66051460203467
16	48	112	4.126774985586346
21	168	187	8.0072266700877
42	76	177	-0.25844637149461214
115	117	158	3.9178578930024326
63	85	119	1.9116582436906366
109	118	200	5.791870323519596
42	101	130	1.6849008759176503
21	24	64	7.842110405344091
116	131	148	-7.011379559419575
90	96	167	0.9876544363594348
55	63	124	7.724456725003101
32	183	190	-8.25151843102357
21	52	78	-1.6939687897864282
61	102	115	-8.619053604503154
87	162	189	-3.6373739593861254
8	9	14	-3.89456932122682
103	143	144	7.862017800623406
63	125	142	1.3003037638335417
14	131	137	-0.8459733897631203
15	58	64	-0.2634524725054348
111	181	194	6.497926643055287
33	63	128	9.257749185431852
33	115	150	-9.176656193857777
111	113	132	0.36544214891763716
40	69	195	2.0991241583910103
82	128	163	-6.11435968622237
38	126	181	9.471687003449006
21	126	179	7.500558813186014
102	153	181	-7.111332709378204
72	125	134	3.944044851938509
50	88	127	-2.161132183014818
20	121	196	3.6757090441283395
158	186	197	5.866084356751939
29	45	185	5.366947591507207
84	149	181	2.060472742913742
86	115	131	0.23166542744539953
17	35	193	-0.42677132911059346
34	101	115	3.1380236343439467
2	67	121	6.73794260358666
131	167	200	-6.773148207977064
62	140	200	0.8521189677829994
17	158	198	-3.0869082280681592
48	115	174	9.168215202183866
92	164	197	5.386451456782472
83	117	139	-2.433415437657298
25	136	155	2.2690839752616974
52	72	93	0.7409870215887295
4	68	139	4.355668451697657
28	110	124	-4.035607305536006
32	195	199	-6.058240177986893
66	93	110	9.806135548629609
26	82	118	2.421755099206276
61	144	194	7.841484014910215
25	58	107	-9.996412206151719
134	154	162	8.955226066504409
81	113	125	9.057347633649723
22	44	91	-0.5135374566019308
25	63	141	3.4659983772754916
94	126	192	-4.253111859876981
34	43	122	-9.300983647271188
11	33	115	9.8062542395942
7	152	166	1.5782959379859847
99	165	171	-2.99619051495349
67	99	137	6.4552999403041476
118	122	158	4.143347267672471
21	139	155	-0.3612414207504564
20	117	118	1.824554203700199
45	63	76	-9.546439418285166
34	84	94	-2.057166579159495
16	74	77	7.921132111659887
34	90	174	0.3252131852887157
34	109	141	7.297236138139482
108	149	173	-7.261133250667012
69	109	116	-2.6398955157265185
8	56	151	-3.548734023072157
61	66	190	-7.205502226793856
6	126	140	-0.20453071722609018
49	139	171	9.59804611449443
153	173	193	2.864582947858402
96	140	150	-0.2265544007678315
