3 	 200 	 300 
20	32	186	2.2722648138561556
78	79	82	8.40042090162677
84	94	163	2.9553540638694002
13	43	51	-2.2636863519186345
23	73	116	1.1825769740933527
61	99	143	-7.354076612726866
6	176	200	-0.4379268221235133
25	59	149	5.534472024827313
25	104	125	-0.7851201693488861
39	112	188	4.908273695961915
5	80	134	7.645898989079306
2	194	197	1.2617147258340022
8	11	43	9.048514242285503
86	102	132	-6.698953317490282
41	131	159	5.463196701876672
57	101	195	-8.737815104424486
142	144	198	6.871141595192231
69	88	180	-0.023755651734214567
91	111	198	4.141860380060169
51	71	171	-6.139055328357221
70	169	177	-3.8540920545977997
87	143	179	5.016286425563694
49	107	142	-4.423566699065413
24	40	52	3.165512832552828
62	133	145	-0.23543845594839397
103	164	190	-6.312514100421049
64	75	100	-9.573734493093182
7	28	187	1.2467655932214363
154	170	192	-7.3581260720405
53	76	151	7.012861983176904
20	26	106	-5.581774543616014
16	61	89	4.127766930451461
36	57	177	-6.489894259847151
10	158	170	-2.365431771749704
25	82	113	-5.5141709591379335
35	144	189	-0.4394161776901573
11	66	174	2.577586123954127
34	144	163	8.945964353688272
60	106	111	8.198016918476092
76	149	192	-6.554238484255441
7	106	177	0.9935521265928564
21	33	175	-3.924803290670857
103	132	140	0.24172595832453503
79	92	100	0.5217007819165236
34	67	158	-3.58645136229899
3	98	122	-3.588274244886094
25	33	108	-8.87526470339353
29	33	179	9.38886971285319
70	158	182	-7.91774604980202
56	135	149	8.32462256651807
71	89	189	-2.9324432204454043
43	44	124	0.8289443701498627
4	32	163	-0.8834484413845729
19	65	77	-9.475484073225736
9	60	88	8.578915951210377
20	63	115	-9.251103435227163
57	84	143	-7.828460840628548
81	110	185	-8.88126550248262
27	131	178	7.006330077308277
11	169	192	9.088486883146235
139	159	183	4.447361705496499
20	97	150	-5.775612547401079
4	23	103	6.836124863523953
6	79	158	-4.451298701643472
24	49	185	6.34762842340367
53	119	144	4.795991240660776
46	58	153	1.8284083383078027
23	71	187	-6.774651774636964
113	152	184	-2.516048630671534
23	31	90	0.13751538521744422
12	23	180	0.6974557913732227
63	92	174	6.421454029755203
82	91	161	5.505512883296067
4	33	181	-8.445042450712217
45	71	189	-3.1569884950465106
91	138	143	7.825062645850874
39	44	165	-5.809054481739029
29	122	133	-5.448463061159394
6	139	158	-0.1695435227412574
14	15	161	6.062949462192094
6	13	21	-5.574299738743589
5	119	120	-3.9481620628400034
43	84	144	-1.179739609363363
7	44	124	9.394515525087115
67	111	123	0.3715451190898129
34	71	161	-9.855973260811652
36	132	174	1.2607206256035592
7	56	57	-7.736290804239405
71	156	188	-2.430463283404702
63	123	179	-2.2318522511048267
46	59	62	2.1648395631278667
52	55	63	0.3094030942371404
41	181	199	9.809631984245158
95	98	156	-2.333831975568465
48	79	188	2.179784890588646
147	163	179	-0.04488097324864526
1	152	190	-2.2519458501077843
27	36	57	-8.762075184339718
96	118	164	-8.43050935255346
56	69	158	4.7771091560750065
54	125	170	-5.482268122982319
41	79	191	-8.873281795125937
71	100	101	-2.3670581550578778
53	71	152	-1.8592173301739923
113	136	170	1.0940412169579297
171	196	197	-5.5981572043654
98	131	138	3.2117803411421697
29	31	171	-8.158545757987753
48	176	194	0.5106467292862895
25	26	162	-4.921929268360499
16	81	129	3.556202806561469
72	88	188	-6.843587719235504
51	100	138	-6.184397866757962
