4 	 200 	 300 
4	57	84	126	5.821218671245278
19	21	34	195	5.827944031884293
4	38	61	162	2.3137341899512425
30	84	157	191	1.8131578177312324
9	95	110	122	3.403283765475134
4	44	87	173	-3.9556392295070664
14	72	125	153	-9.060125970089183
156	159	165	185	7.297530881179416
94	106	145	191	4.7972115528665285
30	146	176	192	-2.9607645146559847
84	91	132	173	7.8701103375146815
10	18	52	116	-5.8957039825080955
120	138	164	181	-2.832879925524856
74	151	175	178	-7.713113852661304
58	83	113	164	7.417278482270447
51	79	133	145	5.559756926847154
57	139	146	184	-6.887986583388582
33	123	155	182	3.3902952655467917
36	100	107	130	-5.1822927192094586
42	53	66	179	9.638070792962967
11	35	52	83	8.663958898959766
22	90	131	198	1.5149546437349066
66	143	149	165	-4.02440357312061
8	47	87	159	-6.346000272437726
58	79	91	157	4.583588089893206
57	76	106	158	-0.5079147935675579
50	162	178	194	-7.0168775229044655
4	8	156	200	0.5132378937541482
48	116	127	185	9.171517873788968
83	129	132	165	3.981814876542437
7	29	84	122	-5.285516480416592
5	37	49	199	2.4922581833994144
28	64	81	112	-9.456792742853825
30	58	83	97	4.070613368086322
5	96	152	170	-9.144180633258383
33	66	81	92	0.09026037046067081
1	23	38	78	-5.347135156426712
33	36	60	140	2.7640950292097948
30	136	165	173	-8.842138269542064
9	32	39	117	-6.256167135707109
47	59	68	132	-3.3035788373485904
88	109	150	175	-5.555210307433855
99	175	188	199	-0.4520860380796101
14	99	109	148	-9.959306378908249
38	80	110	200	6.698380352780976
50	61	128	136	8.44062308394679
68	71	153	170	-7.00764281825347
82	116	176	184	7.875999465834266
36	40	48	141	-8.207356921912819
8	96	175	200	-0.44888190400845396
71	87	89	113	-4.214397815394739
37	136	171	185	-2.0015543310456447
43	45	109	168	4.488741339117851
61	82	112	149	4.43510852748245
48	154	169	179	-9.104004630878574
39	117	137	144	-9.934728334713318
17	72	155	170	-8.249238359068425
152	164	174	196	-2.6193102995654893
10	29	52	74	7.45272262937857
31	109	151	159	3.23751385297248
10	147	168	196	7.593542740000828
75	80	98	109	7.146260635425389
24	25	89	103	-3.6719374703950063
73	88	161	176	7.045572311219196
100	129	141	162	4.227654254364451
64	70	89	95	-4.041721458245579
24	108	127	135	-9.656157844133709
47	80	102	122	-7.703934584948011
129	134	168	197	-1.3405288834931852
80	95	116	197	6.443018745345313
19	116	130	169	3.42168864276724
17	36	91	147	1.8248993440348649
1	55	141	170	5.548226339279278
23	29	113	165	6.942080147648557
20	52	104	169	4.913883825836722
20	30	86	169	7.083699933612838
39	98	106	197	2.1660130079618405
11	73	85	164	-5.387790554903975
15	59	70	93	3.249768326849507
20	22	43	54	8.430449296407772
43	66	104	182	9.964634921692838
32	69	166	174	-3.2249934695452387
10	62	97	119	4.578922688000064
1	69	154	173	-4.193709874129691
24	85	130	196	2.097171786742166
10	114	127	192	5.038302030174947
99	100	179	196	0.1357039148471486
101	104	125	169	1.6275192194132249
5	28	139	194	-0.6240935567135644
26	104	163	179	0.3322487397777767
29	32	71	179	-9.392356433131408
44	163	184	198	-0.13309927459447124
29	71	115	136	-5.444582596480762
19	62	136	145	1.838311882505522
5	67	89	150	-9.79120631898866
26	47	105	156	-8.119251192028685
45	55	127	141	-0.40065882995735613
51	57	62	106	-6.565451992989462
69	114	115	150	1.8713321045106213
116	139	159	166	0.9120919168633961
17	27	46	184	-4.05888626427469
3	45	171	173	-0.7032306507765913
4	19	114	173	9.775165143819113
100	116	192	196	2.5710907801417644
18	85	138	142	-2.0004838736778563
4	37	140	145	-0.9352473492826938
83	133	138	144	-6.358423656356669
4	17	84	116	1.5813841346530637
5	57	104	140	-2.276403321617999
35	84	91	111	5.848338283984084
59	79	123	191	-0.8472127759782104
31	57	72	74	-0.9675861338038843
45	93	161	182	6.058838366963421
58	67	161	190	2.2848267199389642
23	76	146	180	-0.8167444004116113
99	101	132	188	4.265359222039571
70	128	175	187	7.009790605719854
48	49	67	113	9.792844236347108
14	24	76	94	-6.352896935784456
54	81	136	194	1.907466199337172
9	113	118	123	4.419064357184936
101	106	109	162	-6.035931785407138
3	31	53	174	1.4344330588941858
61	68	77	86	0.40634384825447967
23	122	138	156	-8.924591111006524
52	76	92	155	2.747084227588253
4	13	149	179	-9.033275027544176
21	22	48	97	9.160805591306463
68	78	102	188	9.822946338308437
26	98	142	170	7.314550782096568
26	56	131	200	-7.323457321392124
90	98	109	131	3.669517127365637
36	80	85	197	3.273417408620947
69	81	139	173	5.728468723714737
6	14	82	175	1.114961350904002
22	101	160	185	-1.4304218755825016
71	75	92	166	3.733908917174878
96	105	108	187	9.934851371674121
2	72	168	194	-7.771527266962508
27	39	47	101	5.583020943708801
50	69	131	132	9.747602018748264
3	121	128	141	4.280492727839629
42	100	117	144	-5.911358842927353
65	101	182	199	-5.063282931009814
86	129	152	163	2.057872385049146
34	69	76	167	-3.2126427702654548
51	122	161	187	5.326595258038232
53	64	94	186	-3.0107334393810508
36	152	175	176	3.4836774247803053
13	21	126	194	3.429877406868492
2	95	102	110	-6.769795546910904
68	91	136	143	-2.2457931348195803
36	107	114	179	-0.017507633246317766
14	95	117	131	-4.958725237145072
36	96	131	141	-2.325110476848593
87	93	118	135	-4.787383792042705
3	108	143	177	9.692439850608654
9	19	122	148	9.9628887338237
87	112	155	186	7.768134881184924
6	31	101	166	-5.58596051399312
89	90	180	189	-4.6134525519017195
111	135	155	165	-6.16652261161086
42	90	110	188	5.0797099940309
4	14	73	84	-1.6519878462936362
42	65	150	171	-1.4633485716911352
74	124	129	137	8.247927124551943
5	67	71	96	-9.774089482197803
13	139	152	171	9.012633023389743
11	32	48	149	7.986411516542585
46	70	78	200	-2.193969166211489
56	79	115	181	1.2920457900944005
160	170	182	200	9.721982333501995
51	97	122	170	-9.717423268919706
71	77	180	186	-2.5007816409333206
34	44	52	196	-3.9208014874468766
4	35	131	168	-6.40744899744103
5	10	134	157	-5.625348334221321
115	148	179	186	5.810021752719777
50	87	97	152	-2.4883463010776
40	47	126	184	7.4011147383698095
52	96	126	157	-1.4942991385623543
80	88	120	164	-9.454453579336171
33	91	156	196	9.142687926905278
9	130	157	193	-4.865582817392378
33	90	103	165	-5.752463164498394
52	78	168	185	2.6368820103633865
28	117	161	192	-9.127334181993394
5	110	171	186	-4.663688044956764
29	53	119	192	-7.058561930941796
19	38	84	104	7.355742461711014
17	79	150	180	-0.9557414183141049
24	119	141	149	4.32614460264552
46	55	115	153	9.672516828021337
24	86	172	180	8.117530034712392
14	18	94	109	-4.556892458421324
32	40	116	163	-8.187945553989408
42	152	170	180	-9.325511065392337
73	137	167	169	6.425563771511907
45	56	61	75	6.095341069138243
16	31	47	109	-6.213430846605754
62	74	177	184	4.268591755074091
70	101	149	167	-8.742585308689737
14	19	101	111	7.2804397375727845
16	83	132	193	9.878400670040385
47	116	128	153	9.799117355663547
47	89	134	141	4.807570124469274
15	27	128	140	1.8542912519599053
82	84	104	183	1.4902880364111653
20	65	107	138	-7.90587498307829
12	97	125	130	3.686810756126185
10	66	124	127	-2.2084750437419665
7	61	149	200	-7.806798979518785
16	46	64	118	-8.841462275678646
58	165	174	199	-8.423771605541077
2	152	158	175	-2.361109053376569
82	84	156	182	6.090562995428236
34	35	168	178	1.5572364805836578
72	111	128	156	-3.738650584197474
33	40	132	178	3.6800772848978642
83	101	106	197	-0.352669864581582
23	27	101	135	-3.6669747183937718
107	112	153	166	-6.220274618046151
17	71	102	164	-9.863351696522303
49	112	150	160	-6.377804871809349
53	60	136	175	8.326143804577402
53	56	98	179	8.962783530663422
13	34	63	177	-6.714486356194207
99	125	164	185	-8.557919098317972
3	80	175	195	7.051781875718689
31	65	71	84	-8.275223760173649
13	124	161	196	-5.881989087966872
64	102	167	195	-0.8467936925563553
22	34	99	177	-1.8510694046570038
44	85	129	139	4.268534892488063
20	105	118	184	2.755051968309992
32	47	180	195	2.814298574474666
36	58	142	177	4.239390355858648
36	107	141	152	7.508528008605062
56	62	133	168	-0.5158244718060452
9	43	60	76	-1.5958335197962388
16	28	72	166	6.381181648121608
8	148	157	195	-8.466123268599565
37	96	114	183	7.182691115470668
27	38	40	106	-9.731974273757086
42	48	174	192	8.534136521165248
65	91	147	153	-2.857819687803154
28	47	120	152	7.909644941606825
11	77	99	200	-0.8151520681362552
87	92	135	188	-8.49776845062513
31	35	118	128	-8.14375701062919
12	36	50	77	1.6377655936165763
42	108	176	178	7.819189509385794
50	69	158	165	-8.416122271252286
38	139	172	196	-2.396655384865345
11	12	56	59	-1.1734223491944196
4	44	160	188	5.431859968173107
30	51	131	189	4.155635943492976
141	170	175	200	-6.923765928980654
40	71	174	192	-8.071984896770646
20	29	134	200	7.329004901986632
27	30	115	200	-4.880085335512656
10	86	115	171	5.811435783195648
3	28	108	137	3.33232499276434
5	71	144	177	3.4340049865901783
36	60	73	183	-5.77307343093433
46	79	116	164	8.666190609195535
48	78	86	108	5.709892192109402
55	108	147	187	8.188420920081256
26	50	178	194	4.216423414562973
45	98	111	119	7.793184718484895
29	80	108	122	-8.285598808631352
38	95	167	183	6.4764999349473165
95	107	114	178	-3.3444130882809127
17	116	172	195	6.576417917019725
42	110	119	173	6.404652664006456
115	144	173	191	0.5365995909551664
24	36	54	153	-7.83095439640916
86	109	129	196	5.925056630104809
21	50	159	193	5.486340890636258
11	46	51	176	1.495519512695827
35	53	98	179	3.8415754271039013
37	133	166	177	-7.832792739513426
17	58	97	102	0.6983541312762203
11	58	118	199	2.298361042392358
17	77	190	193	1.932287568894397
9	44	61	194	3.011760273255655
24	51	112	114	-8.178676813097638
42	45	89	101	8.424711662583938
75	125	156	169	1.2128597227683606
99	108	173	174	-1.4276587562061387
50	77	95	102	-1.2814577319696063
52	106	109	200	7.624073107350352
27	109	179	183	-4.225368593483447
13	37	112	184	3.503925175589636
33	94	169	175	4.451436152741323
34	88	123	198	8.498209058237897
25	30	100	199	-3.7589945428909584
61	68	104	136	3.618544293973171
9	99	136	166	-9.825628106675783
31	88	140	172	5.779834982662976
-1
