3 	 200 	 1000 
101	102	184	2.983260115191463
30	52	152	0.7753750662626793
78	184	192	6.652096653502131
61	153	187	0.49907135080975884
88	187	195	8.26587842607557
146	154	169	-0.2829577373954155
20	34	180	0.33849432165742144
42	55	73	-6.411850308591356
27	82	84	-4.40358564143459
51	121	186	-5.854484955335579
64	162	181	8.90206613127322
11	50	185	2.549204900876603
4	47	94	9.033546266306452
10	82	176	-7.246485419780302
45	148	169	-4.4499845601192245
35	63	120	6.8718301541413815
22	128	196	-0.9412941826776695
41	59	149	2.9430288025758884
60	70	180	4.694135142140103
39	57	158	-5.626630144226537
131	183	184	-9.558322108776006
14	95	129	-9.333484704475971
59	106	133	-7.194721401817546
135	158	194	-6.09733657451514
63	138	185	3.8439916276344412
4	94	123	-6.886455909051163
160	168	196	1.832280170414851
55	61	168	0.8115506646812083
111	138	184	-5.087187368083519
117	136	191	1.8134764090488211
21	98	196	9.513729701133947
6	46	85	9.927960011064982
9	147	193	0.6063845577963036
25	119	153	9.185546559554318
47	81	199	-4.120897720122332
32	49	147	1.5981874923654633
73	137	177	-6.4143311973056605
13	45	143	2.5090015559394185
11	56	128	-9.188257367731188
4	48	98	-5.6442780556319105
58	99	121	9.300376149114623
86	143	168	-9.230311081809104
44	139	189	3.5040799718821276
99	123	199	9.899673199894586
25	146	166	6.42870824929544
54	115	150	6.960500233187567
30	40	72	-2.3240145560630037
29	152	158	-3.9843615102372176
26	152	165	-2.0246244708505383
49	106	179	-2.5078794846593278
96	112	182	-0.1814817659085044
13	19	112	0.6101642305020256
28	184	195	5.6946313471717716
8	34	98	-5.512736385120432
38	82	83	-0.9634937534173442
56	125	168	-2.626755084819788
2	58	109	-1.7907584507332768
34	71	182	-2.9919773174100524
38	101	135	-6.817713799485354
120	152	172	-2.5846756857611863
24	68	171	9.65915275533128
35	42	109	0.01738812188535377
43	148	198	9.10078908159657
92	142	152	1.319214419383366
33	88	137	4.016794980921114
12	65	168	5.430330751843357
34	86	92	-1.4582996599514466
70	128	198	-8.902813387798716
152	164	167	-5.549413140345926
113	115	134	-3.682654569956725
14	26	38	-3.844851360307082
7	110	143	-9.221046994553848
140	143	182	-2.8260057505585223
95	149	164	7.425014741619854
53	79	104	-0.6925681199303373
23	91	167	4.12372153986005
17	131	186	-8.3541872760055
42	100	157	7.177103112391066
79	109	156	-1.9902855140487148
42	128	136	3.3403379398115014
28	98	184	4.7104554807771635
19	34	122	-2.443348715462821
16	41	174	-8.689248613167157
11	93	139	-5.402008331872599
30	85	164	3.196501624776209
9	84	189	8.816195847595917
44	112	191	-3.887001187311303
25	65	114	-6.717925384772521
56	131	148	-8.135847414375007
21	123	198	9.724250483966511
73	151	196	1.0662630920514395
168	170	178	5.138289885240146
56	108	127	-5.302687511020725
46	181	195	-4.146104389361518
12	14	173	-5.586442037911827
35	127	154	3.1321104997997136
17	61	78	2.071881149488542
8	28	85	-7.577001306730578
9	55	59	-1.9029935287897253
128	156	166	-8.7029488544783
29	72	86	-2.7069683989049897
20	84	166	-6.478428207067277
13	143	161	1.4480354820988932
43	127	154	1.9418571957750217
54	60	169	-1.2439539200606795
28	59	168	-4.0936678965760365
47	105	178	-9.437260177427827
53	143	181	-8.680068551278968
31	43	126	4.89219046739796
15	79	183	-7.310405267364586
21	155	172	9.136369195532453
44	83	171	1.4254218620931027
135	146	154	2.219245096852152
28	109	151	1.0134515687943768
15	85	132	-3.059851532255764
32	47	130	-5.711021439872255
83	124	189	-7.365773705668053
26	56	151	3.7656048917803826
59	150	164	-2.0057513836365137
32	61	173	7.4575208839140785
57	65	200	-5.745332518219111
128	129	135	8.360765087108316
99	127	191	-7.4330442824395915
62	185	189	-7.628809810238857
36	170	175	-8.536108440885107
34	58	132	-2.5574342510514896
39	174	182	-7.118753128089688
73	138	144	3.597182749804304
92	164	190	5.399635867668005
32	97	195	-0.8255933642059929
34	123	132	8.99510316080448
25	51	159	-5.245638698230186
16	95	145	-0.8347484516488528
111	113	174	6.187242116448154
60	74	117	8.831498752805654
41	96	159	5.658354948648688
32	46	118	-2.0611797487920462
34	84	182	1.6054703011955702
108	127	132	3.8681131707390026
83	132	199	-5.803312463526835
6	87	153	4.252879670372957
71	85	168	6.507301298516946
49	93	128	-3.5452408014380232
13	37	169	5.862953665584827
109	123	131	1.159575930573947
11	46	170	-0.06759022972202544
7	30	184	-1.70761025523678
55	109	183	-9.027329547315148
49	192	195	2.4944706363975033
3	39	171	7.216313570441617
69	90	178	-0.276010557687453
46	48	97	2.6804599590366998
2	72	114	2.833735860468355
101	123	184	-6.391897566940507
16	73	151	-0.5361781842678344
42	67	179	2.1132876780163894
19	41	132	7.674449382739613
28	162	167	1.6743884491294203
97	182	195	-1.9914745180108824
92	148	180	0.28256306282111865
22	174	176	-2.829858470789577
51	103	173	0.8966235942428966
23	77	86	-4.5927689388001784
96	163	188	-5.860717300472915
7	151	152	-5.914139404049914
86	90	156	-2.036808997951038
6	172	191	9.437763159895379
35	92	126	2.845116013487541
31	36	40	2.123834923773945
110	130	177	-1.2664543289473311
32	89	196	6.34345366911187
62	144	152	-4.0374078958333754
11	162	171	-2.631578144848943
7	24	53	-8.673781819579094
50	125	190	-9.430615063686329
50	63	180	-1.4113444400542043
13	53	95	-9.051323305404464
34	134	150	0.04913628708833606
30	54	97	9.944190307250395
18	113	192	-5.821285701442824
64	176	194	2.0186330281830536
9	44	199	5.204041586686671
50	91	170	-1.6594873863187214
158	181	183	-3.7021486200259757
60	72	73	1.6503316506813466
15	146	181	-3.3656095158566357
118	154	173	0.5135568868374811
47	157	182	-2.00601561640598
140	144	191	-7.104082328265903
167	181	198	0.3531726623799649
48	56	181	-9.98245740655712
13	165	193	8.454771597981036
31	67	168	3.809199034070499
35	74	116	-7.161500471494897
40	127	159	5.593308957293495
70	80	83	5.2706708537799845
52	63	82	2.287493192466723
13	121	179	3.7481042127562763
31	45	115	-3.308206572465755
106	193	200	9.750026503194281
12	45	84	-0.6006596269452444
51	75	107	-9.805435501846425
65	84	152	-7.470991943958585
16	55	70	-5.566105369414609
94	109	160	-7.329112000125719
58	146	180	4.045755140588987
148	173	185	-7.208950710172008
66	85	169	4.882028610085381
8	74	116	9.12802463723332
33	119	192	6.50594840225256
25	147	190	7.4712134265358685
70	78	83	-5.155648589789856
111	112	177	3.701738525710832
73	102	114	6.947584198304007
17	124	136	0.9414221342951166
24	77	90	7.262920087902216
94	135	164	-0.6736441438820684
18	79	83	0.4997887065844573
28	106	178	2.20599191805886
56	141	149	-5.115493531703203
23	34	54	-2.3743734834540486
43	195	200	9.376292462971861
1	110	127	-6.031734568436422
14	69	148	-6.223134282157217
1	44	188	-3.1128397214649777
69	155	186	1.8892592221749211
120	143	175	-9.639555259938906
3	6	133	-0.4235701273032575
11	23	116	-5.349649937193142
115	165	200	4.396377539338705
16	42	96	8.71225305924828
101	129	159	-3.260498644747578
57	65	157	8.700005371603467
131	159	162	8.810402356098741
40	60	93	-0.24251267923032316
89	111	137	0.8157120713647803
47	68	142	-6.715097016060838
47	53	132	-2.2756630860661486
98	151	200	-7.845609421508694
20	78	120	-5.917740858225047
4	80	88	4.844252198466313
98	99	141	-7.729750675503677
1	18	192	-0.14690137741614961
77	152	163	6.412940742815529
74	96	190	0.00417587938352959
1	25	55	-3.452642144962857
101	112	182	5.386025503394652
13	57	67	4.46940135680396
113	133	186	-3.363295711456546
87	111	148	8.132876130850946
58	111	130	2.569363747998004
28	128	175	-9.004145519814326
82	170	176	-3.786228230563326
97	125	152	9.643315920376669
108	132	158	4.516348746780288
43	44	157	6.283133841028313
113	140	174	5.560107712841518
54	107	165	-2.3280399664002864
27	159	178	-7.957319487127665
7	62	157	3.768515664927513
32	86	132	7.963845574750021
33	93	168	8.753532421054405
36	86	100	-3.3652733927048235
2	62	171	-5.375751648844802
31	59	70	4.429895341835985
80	103	119	2.547799911351108
16	111	171	2.531355538879618
19	75	83	1.8909326873714338
58	131	157	7.151687188618329
45	104	144	-3.4368322750877223
87	115	171	2.9565342821891587
95	99	181	-1.8326634308253187
66	125	155	-5.342341532298467
33	139	200	3.1790829874668383
101	133	154	1.6948089355502294
10	83	118	-5.8473417128672285
98	143	159	-4.159098286632698
18	106	115	5.753551005941841
43	127	187	5.118371517386684
28	86	117	-8.65093554748465
7	68	142	4.390334616412055
13	15	66	-6.757690036540307
145	186	189	-6.366283428959793
4	36	126	4.365591417623593
68	88	101	-4.803518035620302
38	53	161	9.649744412108909
4	22	180	-2.8134364921446036
56	126	163	7.518394299087994
90	181	189	-2.871911220250256
19	68	184	1.5108005970910448
8	35	172	3.528202787665382
57	83	188	8.88470809913344
22	58	196	2.876892092137526
3	193	200	7.918368157854438
6	55	172	-7.343044014465773
42	87	160	4.424945056774936
45	127	189	9.057441318028989
52	55	148	-2.834239023550815
7	97	190	-0.6823239192628847
88	121	153	7.410178886374503
6	23	131	9.76045139837272
65	67	75	-5.553682423204648
10	12	129	6.499081203998873
60	115	164	0.8367725169666844
13	35	48	7.494421921560296
23	41	176	-5.29981546536169
26	42	180	-6.013989419189887
2	120	138	3.5378964537999007
30	90	116	4.860098809617297
58	101	111	-8.157754900708806
99	103	189	6.169109684074321
3	17	195	-9.672582099294118
133	141	188	-3.574232397620831
94	177	181	4.844170614022152
58	90	162	-4.053766193389572
2	9	142	4.332765827803527
13	68	179	-1.9650358909096006
62	104	144	-9.121210006481613
6	66	83	-4.788879345184139
21	44	139	-6.3736636108798805
66	130	179	1.867143434236219
48	50	106	-9.260172452771787
59	88	113	-9.88620049146584
36	109	188	8.147439722035926
39	153	197	0.373569480335906
33	177	178	6.777704814686807
3	25	44	9.16544416907556
18	42	174	5.969720241411668
171	173	198	8.579243116047266
8	87	184	5.826994416636795
83	98	122	-7.537735397467646
122	131	187	7.267453161165555
68	90	153	2.1511831159098964
14	118	182	5.851470980587161
38	64	173	-4.0553710645613705
67	106	151	-5.400474631682492
77	132	196	-5.769076635601675
20	76	100	4.3927622166871565
5	106	183	-9.086755485578308
16	119	200	-7.574137451693166
89	99	200	-8.689883467907668
43	143	197	4.9419410534398835
19	63	99	7.787153737723955
32	81	181	-7.405485315022915
76	125	184	3.979699521985216
4	25	179	-9.435313640352481
8	113	141	-8.35233331447637
19	58	108	7.487490028919279
35	63	104	4.640851276078772
53	54	101	0.366405996141431
86	88	149	-4.181410117596491
104	115	161	-4.2940956558956245
2	55	160	1.8729158363150091
19	26	98	1.510644505858025
93	137	200	4.067948751832223
8	71	72	4.231114995790794
42	129	163	6.168085995282624
65	112	145	-1.1512166330097422
96	103	126	-7.1163507677390765
9	98	143	-4.909106370749381
13	102	176	-7.165954946814608
22	51	149	-8.306596167194424
10	14	82	5.815345600212581
101	106	198	9.011171004564119
125	181	194	9.531577606857947
8	15	80	-6.45268390394985
26	44	121	1.706411121490035
13	22	136	1.3737063636265106
41	96	165	-3.1313509266139494
3	131	176	2.879977826544195
41	71	101	-0.447815135187291
4	78	200	4.8536326539451835
67	88	171	4.732264633291299
133	142	184	6.3264357613200914
160	164	165	-1.175327590913259
16	83	114	-1.3738255234825942
36	120	179	1.8751004231921655
35	53	101	2.589176189935733
106	183	184	-8.070494876232875
117	156	159	-6.68777635603689
124	163	166	2.0754504528197497
29	75	178	-3.7323097710193576
35	179	181	-2.2248110983190923
146	173	176	5.989107549488807
14	19	40	8.289795961362536
4	42	73	0.2296084424701501
10	24	54	-6.157054379397238
52	68	113	5.112383504975611
21	141	155	-1.2655354547673276
38	149	198	0.058958216692321486
82	98	188	3.9525586677756976
55	137	143	3.925842909305606
12	50	123	-7.205102876957781
55	82	105	-7.645265073866787
19	46	182	7.724912148641959
5	19	199	4.2443619977625975
100	164	184	0.6984668301947394
13	66	158	8.895747216007408
64	71	127	9.027335953887452
48	159	187	-6.1976325848970575
45	73	155	1.9864311042979903
3	12	23	-8.132206002689077
1	8	29	-5.447131503994602
3	36	165	-9.695772809066053
122	128	146	-5.272915967005984
56	91	159	-2.497480122105314
44	114	162	5.410239547069867
15	126	173	7.589646277725798
78	150	161	6.699108461734621
83	121	172	-3.3831652694984005
15	49	110	5.416215485142191
92	162	176	3.2392696698308754
47	87	129	-4.236312938915409
