3 	 200 	 300 
1	40	131	7.716204630238799
154	173	198	8.537097208408056
47	92	152	-2.9994522265728314
71	111	181	-9.32702358971773
42	51	110	9.675532456935045
46	55	85	7.856332774096792
116	128	162	-5.539272938997762
104	171	174	7.02733497952082
18	54	78	7.2208005318071535
34	97	127	7.451134254091283
130	134	180	1.3535216925804363
29	118	137	3.2669302728665954
108	118	146	-4.60313068960785
153	162	163	-3.76256431763829
15	34	128	-0.23238094975151213
18	21	107	8.4718278985974
17	21	155	4.979964179033445
4	123	135	3.2543963528376096
6	52	177	-6.2825078023649965
77	106	190	2.8715760192802815
19	69	164	6.003044283844428
89	159	173	-2.338140113670633
25	73	107	-1.2233705670440393
106	147	155	5.371461938119854
46	80	114	9.234064683938406
26	97	189	-3.1807265108568616
11	48	111	7.090879856311723
53	70	153	-7.627035463158602
38	59	162	0.9451806881019529
2	44	153	0.43104970540886
31	77	177	-2.7334252255201674
67	71	85	-5.148358144276175
32	89	149	1.393667940326015
53	110	160	-2.872874906522169
48	60	187	-8.744532745079308
56	77	139	-1.3412558313794243
39	108	154	-5.768593383223477
41	147	195	-6.883614223299068
26	47	87	6.991373323778902
8	47	155	7.9372009376774955
147	153	182	0.04425976322564473
3	23	137	1.4376174644248252
78	131	156	7.149930600244197
129	135	179	5.9574303714257955
1	159	193	5.61385317306647
24	185	186	8.464158815348902
58	64	173	5.325447621070925
24	89	144	0.6376686091872799
13	127	128	7.499218065357532
15	28	73	-2.741469633057254
57	89	93	-6.510373491540489
55	116	192	9.269812064853486
14	20	97	3.498469402715383
13	63	167	1.2843922213459322
126	146	174	1.2324062010431973
65	102	139	-8.761540890562483
182	183	196	-7.744125479221909
160	177	200	7.136289628232497
23	143	171	1.7677634593990739
43	72	109	8.452172708622971
17	103	148	0.4469861274508897
20	54	196	-6.798518263760038
67	142	170	0.6386443073364578
103	137	151	-4.964331935406645
57	119	141	7.090796082729529
16	93	141	1.0621613592163452
45	142	152	-6.803672907117031
73	145	176	-9.487325613085712
109	133	152	0.6765738294505681
15	153	156	-1.848511079191855
27	50	163	-7.883973046666979
75	172	187	-7.6599856130379855
136	150	166	9.658942281867418
43	157	184	-0.3594809997428978
105	167	198	8.361448263326945
68	76	155	3.5689019205318964
11	85	103	3.0677821577997477
26	112	187	9.39146170575621
45	101	158	-6.581713627067991
45	51	103	9.53672000650812
61	62	195	1.3919510980338838
106	127	189	1.412089737733906
53	67	125	-8.268791508999804
5	98	102	6.743364329103464
130	136	187	-5.482813789236349
111	170	189	2.7128221572467304
75	155	183	-8.92366684083939
54	63	195	-0.767906645823178
97	142	169	-2.6762673539783144
35	163	172	0.9856987415544971
79	121	172	0.4172677821220425
12	79	159	7.781682457477331
8	54	107	-3.039467998770535
10	60	116	-2.5701006656382326
51	101	136	9.167540400576094
25	142	180	-4.665323621687561
64	97	196	6.890534356964228
19	93	140	-5.376199813875264
20	133	143	0.61327742601536
24	157	174	9.221407000178953
53	66	199	1.188739329538686
109	151	194	-2.7065022682035007
7	108	195	2.0762681094485362
97	151	199	3.655663031315438
49	83	183	0.7412669392854827
12	109	151	-8.991341074141872
5	13	146	-3.6118361936959342
54	74	102	-3.9444264398545537
41	60	151	2.197344250156533
15	59	162	6.364769522915893
92	97	160	2.871600718649166
3	152	189	-4.213571285731275
39	78	102	-5.055398802198541
45	66	129	8.10748184281315
16	49	59	-9.751585694207739
21	71	76	-1.6201608627308204
41	44	137	-5.89824425798775
144	151	191	6.759486993041001
85	86	191	7.274283385618183
82	105	190	-1.5110534949932752
90	145	196	-3.8308951829642535
6	26	132	9.405744604210142
9	69	132	-6.7473618165195814
86	98	182	1.9564231256592777
13	61	137	6.790904385706924
6	104	171	-6.761161501934958
114	175	189	6.902285643518596
61	194	200	5.941920811449242
85	156	195	7.169750046753059
13	193	200	4.4375959087219385
8	21	81	-5.877141289329357
102	156	179	-7.5600994760100875
104	139	159	3.9297956775306595
13	43	193	-1.445168087595361
7	8	138	-3.7052214831057695
4	91	128	4.596378122900388
2	104	194	7.936765935797048
15	47	137	5.761984904290358
6	10	96	1.3743609044736438
73	186	194	8.022358677755328
63	108	173	-7.3879602994334554
123	125	150	-6.966774088309748
45	111	147	-8.26640165114538
20	69	117	0.5402954319534459
43	47	112	-9.987696370984484
4	182	188	2.1176880514533885
13	37	115	2.2936941352598073
67	85	186	-9.67892871299645
62	108	198	2.5531603823004883
3	92	103	5.9102529640063235
98	117	152	-4.8052328945612155
85	142	167	-3.4003365768384652
18	86	191	2.5415264487309734
100	143	199	-8.507113946537663
2	34	78	8.462504879179686
16	141	168	-6.90968344334451
114	132	173	1.269944697902691
101	111	139	-9.594354505398412
27	100	110	8.324093852088406
76	99	124	2.308719934350856
68	75	117	3.7228665693470937
66	106	186	-4.291775615628515
173	187	189	4.021651861727868
30	49	116	-6.290103195456583
36	37	44	3.199354704794068
13	88	165	-5.503512566236372
60	91	170	-7.109907914554309
90	95	124	7.131559733028137
21	95	126	-1.1451606256359526
15	26	85	-7.953441192807221
131	151	180	-6.54377107945397
24	57	189	8.7903199540199
21	80	154	4.060844869135609
20	85	97	7.832306467736629
5	29	180	2.1825105805131493
90	133	152	-2.9759764887314555
84	116	154	-8.816543171885762
110	141	189	6.723525342151714
72	160	195	-9.839043616306638
74	147	166	-6.04038591968723
20	133	200	-9.940843128991448
59	117	152	-3.850167290483391
165	174	195	3.3361546289334054
116	191	197	-5.211003454328729
4	115	195	6.165878222615294
41	98	110	-2.5356494368892406
82	113	171	1.57803937409156
163	169	195	9.960002893088845
54	58	156	4.035980683107894
77	79	199	-0.48686581377476656
118	144	148	8.206840939564085
45	159	184	6.929751575248858
43	64	99	2.7112339626820585
20	28	161	3.3307537146000303
110	118	128	-8.867431653633094
38	61	117	3.3558528568797072
60	138	151	5.428656345047285
91	115	177	9.141536268336687
106	129	147	3.7835173648738625
89	100	146	6.9206817092403625
14	74	134	5.891416611843201
78	81	170	8.337379616720494
48	138	166	5.038632669381581
2	91	161	-6.352270639171609
21	192	199	-7.109207263280872
66	115	180	-3.276576842890064
87	122	139	-0.3486494905665989
110	112	139	-3.764146066916066
143	146	163	-4.575690844305882
81	133	172	4.847921711496756
51	136	172	4.086264041546311
79	119	185	9.091968050842219
14	43	121	-8.894158871454918
24	34	174	-3.158612686826041
45	93	137	9.817451393548954
59	72	167	1.0934795305487217
34	36	149	-3.7544207947444335
12	103	177	-5.967915791362291
42	62	113	-2.2958433798617257
92	104	173	6.947243607519237
20	29	170	6.539564831838291
13	28	47	-7.104039452015267
43	54	104	4.366550305796826
11	69	79	-2.2572765626840336
59	97	200	3.717313584445062
78	165	177	-3.6323827124934427
83	110	118	2.6000788963490784
17	54	172	1.94162562837397
9	101	149	-8.525392886236531
27	29	191	8.779420418297853
16	98	148	2.7696318389623276
72	79	137	2.9773719913633574
58	82	169	8.867037757885868
151	160	165	-8.459901062066297
19	98	116	7.092857729238599
6	97	112	-5.722069331422659
88	169	186	8.151757171992724
7	150	200	5.7974212406710635
8	28	87	-5.8073108042482
96	136	200	-2.523623741855787
22	88	93	-2.0371690535246723
44	146	200	3.5035501152668083
75	129	184	-6.654954090843644
34	51	54	-6.688752874683388
21	112	129	-7.223375742793676
28	44	167	-7.58315229485415
47	52	182	6.2136484883683
128	189	196	7.989363171335103
103	127	197	-6.071663139640311
127	188	200	-3.1557033163145025
58	105	192	6.100837359268578
6	44	159	4.080329742692161
72	155	167	5.929552928866899
12	108	112	5.880404853883078
17	107	188	5.5480930600985605
32	56	76	-6.738186858647561
66	129	144	-3.673366915641081
63	73	118	-5.65075301490134
47	104	142	9.92170797783205
29	72	182	1.0120667714787714
102	151	165	4.066019482583844
87	105	169	5.732760429220495
3	42	147	4.212552634618357
1	77	105	6.3053395891984145
84	162	177	-5.501454855088463
46	112	158	0.18427554358637366
20	73	172	-2.633173536676705
34	111	177	-2.4670284004162184
41	81	152	4.343500280559491
43	181	192	-0.24043865869358427
56	81	141	-8.22399306693756
59	132	138	-5.404751429836905
29	38	188	-8.460124371548403
19	31	183	6.864361449571675
59	70	174	-6.9700579943005
69	79	174	0.3688758871569302
12	23	200	-1.4762915546476378
12	75	104	-8.637797544446324
33	170	181	-5.166412126926481
14	77	110	9.83373176270624
50	115	129	-1.9047848388484354
125	165	195	6.913337090852085
21	77	102	5.0605569466313725
63	151	170	7.051076444311274
82	106	188	-1.8625705000594976
41	83	116	-6.101723209177159
106	167	187	-5.222621694580576
95	139	143	-4.157495109311027
4	13	97	2.8406489391013796
26	114	166	-2.5680237684806073
14	66	138	-8.497166357523527
22	33	126	7.9277147164585315
13	22	49	-5.524311354811382
23	167	198	8.339176717457416
19	38	151	3.1624141132265855
92	156	175	-1.355565906781731
55	104	136	9.803278437170135
10	150	193	-1.3056840401245307
15	40	181	-5.781396774126602
45	165	184	-0.7322017653572583
-1
