3 	 200 	 350 
19	148	155	9.857797112931578
11	62	103	-3.8233916517233846
19	27	191	-8.262968154721177
59	127	159	-2.580449643943039
31	145	161	5.968301522286971
7	120	157	-5.684859261199071
23	129	171	-1.7622325140791624
50	103	194	1.4738825521667547
29	113	173	-2.635329746382398
23	174	175	-9.358007430762601
80	148	161	-9.090058119029807
14	88	139	-7.150621051083103
44	69	127	2.6696620019915134
96	191	199	-0.9539562387960103
15	21	101	1.7350750141531464
94	164	193	4.119667711354014
63	169	190	2.946467259977542
97	150	179	9.292819592126481
75	170	197	1.5511436357107975
3	170	195	7.507831690171088
160	164	178	-6.310335795466524
36	134	136	-0.4821724994341281
149	190	196	1.6448287360294955
37	44	189	2.439794498846135
39	123	155	8.81541620886086
50	80	132	-1.7465262224767901
21	57	102	-6.207346900150488
4	50	118	-4.129551342371995
12	71	149	8.224278364027072
60	88	94	-0.8516609727959494
31	105	111	1.7334254480016131
12	147	200	-0.28606267033483057
40	41	105	-7.5738916301118975
9	46	193	-5.11550095875114
63	95	112	7.28358701058762
110	118	166	-2.1838007023102506
30	124	163	-4.15493730463319
1	114	160	0.7558036443309408
55	160	167	-3.7012442680273328
52	160	195	-6.5768414419345405
33	150	174	3.644815883971223
88	157	185	-7.757690966815403
32	116	130	5.570124411776893
7	55	163	8.223049231881305
47	58	98	-2.5956291795443454
19	84	99	3.9495998127760785
45	146	194	9.680173806258804
8	20	176	2.461306953548764
5	91	169	-0.6364569347130811
58	108	150	-4.70922417200301
4	40	185	6.6060511171019485
36	70	105	-5.108981965674944
18	23	97	4.913347968728438
134	153	186	5.390592760431174
6	39	71	6.811591732533184
29	135	164	2.589004439906022
24	187	197	3.113088407193503
17	34	115	7.163973045032559
41	58	164	2.3729123027372534
81	82	106	3.201353701827694
2	119	120	0.10633415720068484
35	101	167	6.450447841444472
79	89	106	7.129561980052372
19	28	121	-4.02918478980586
37	122	193	8.191531802592209
10	12	40	-4.262035481213308
35	181	189	-0.5437236888158665
45	89	152	-3.4312530043254608
84	139	141	-7.016330783233055
46	72	106	4.772861467371154
25	99	191	9.529669615804178
117	177	199	-3.6990172063101596
36	62	100	5.283277160190995
33	52	181	0.34301112839617964
101	103	164	8.346900954299468
103	129	156	8.426696706577186
129	175	194	2.82334794717514
75	107	192	4.951080101625232
63	152	163	3.793360065999689
3	76	158	3.7785476450511286
61	70	187	6.2455308637248805
34	132	140	-5.559444841506775
27	128	175	8.587158976822522
6	148	159	7.022032384264396
30	180	193	5.815071495458353
51	141	199	2.184147829786074
10	35	65	8.017824717522672
39	51	164	-0.4515121308399159
56	79	198	-4.715857222721489
30	85	152	5.137535643965222
58	70	154	-3.3120595312428325
35	140	164	-0.06254090607920659
34	135	164	-2.9261912987271916
92	100	108	4.618979117397304
23	103	182	-0.3778103429160353
116	118	150	-5.71672451830227
151	157	198	4.881891881633804
2	43	82	-2.5541037969203995
66	115	164	2.3566650006013656
81	120	173	7.4160138604321375
18	28	157	2.9528478809384033
56	67	87	-8.870134218763631
39	167	173	7.449123031123754
52	90	118	-0.998234104866544
2	29	137	-0.526330102934736
104	111	183	-9.705019854357879
9	72	177	-7.079930841367636
11	28	36	9.688825721549556
6	9	14	-0.5064706044008993
7	167	193	-0.47674354117249074
22	103	160	6.000082616233481
21	98	152	-0.5298074948251337
11	51	197	6.51972913503165
19	56	169	9.935999241100824
65	76	99	-4.872078873489358
25	33	95	-5.8470229024587645
7	60	143	-4.462223238930685
62	130	158	2.778468843385573
34	100	191	3.1504267603227127
50	169	198	-8.080630206633101
18	49	146	-1.5182689425771905
13	42	111	-2.425778259036891
45	56	73	-7.41376199060213
59	110	195	4.171647200137123
7	44	104	-0.004706515254778054
35	88	184	1.69687740514658
104	105	113	7.5227824286404115
11	149	198	4.183723970388254
109	186	194	-9.407964470929976
61	98	131	8.664925353146003
82	185	191	2.9355442860466336
73	91	100	-3.291009155641092
9	21	89	-9.970191316864712
102	133	184	7.555768223377218
87	125	153	-3.485582320748863
14	36	186	4.494908205259678
52	70	98	-0.9255576191246497
90	145	147	-4.347979944359881
46	88	117	-9.7226778902412
58	66	151	0.8962830851401211
110	121	128	7.436253055890305
129	171	199	-2.150142661417272
18	146	160	-6.884311868826273
34	92	96	0.6369567956794935
156	166	187	8.632852083285055
13	113	196	0.003691462858634864
5	96	128	-6.235243260008197
38	80	117	6.913378775096184
69	125	127	2.1929541502687737
134	172	183	-0.3961338553378564
67	138	140	-1.5432477558157558
96	148	182	0.9860880682958069
31	97	168	6.608347053974409
27	31	66	6.549786741719515
75	82	134	-5.756516751779235
74	110	146	2.4202108440077748
99	116	174	2.994626589526435
13	89	122	0.3959523551778368
10	63	142	0.5485706631792535
33	50	69	-6.282929342290782
120	121	182	0.11246408923208939
129	143	147	9.549966008138739
156	171	200	1.3252203543353929
95	118	127	5.096829302349464
116	170	196	-1.5982211196247356
89	90	97	4.452213272728606
85	168	170	1.282144555636311
67	175	193	9.323610953317086
34	74	190	-2.30901177678372
69	86	105	-3.427126407245364
15	90	104	0.19722137104383108
36	92	126	-7.182744368422529
66	133	182	-0.22019087012145278
66	85	196	-3.01451872119165
31	130	162	-6.294492630318691
36	46	159	-9.942047862938082
140	148	162	-8.78123330069555
131	172	184	0.4634195322309047
113	137	171	9.558156843743262
1	99	154	2.946252019999063
131	157	190	3.0664079171930894
23	99	115	6.235093203786665
35	45	60	9.660948959334629
110	113	175	6.357040661003598
6	71	98	-1.687287667313468
133	164	194	-4.128064914920451
41	111	146	-6.690298935658601
160	170	184	-3.8366718493696634
22	94	95	-7.359269323116287
8	123	132	5.874098520411028
23	89	186	-5.585469230408863
134	146	153	9.509688271254994
127	155	163	2.785917506589019
2	43	129	5.767246018284435
28	92	122	-9.61685401032373
3	4	83	5.946485872048655
87	99	182	9.279662917962717
39	64	122	9.638889052829299
48	163	165	-1.1244090958606243
31	66	170	-1.3865037516132954
48	92	154	-2.4452502321669183
20	79	139	6.000669593421314
9	67	111	-7.506756881874459
2	58	94	-5.73935558311897
37	118	163	-2.711159829659442
14	41	166	4.519279283361865
40	51	146	3.3049427170690002
1	26	126	-2.4484696825875414
47	106	112	-8.9699793011883
33	127	142	-4.126966891863429
130	133	137	9.717480304782843
23	63	188	4.290625036590436
10	107	170	-7.937794828577294
144	192	197	-0.782988512110137
44	107	188	8.32246478746692
9	118	177	1.042274506119833
28	147	184	8.098261065257777
44	98	111	-8.16805180386283
14	40	117	8.123719692480353
141	142	198	-6.374235074553216
33	79	83	4.628288394280247
10	41	187	-6.613979652437873
36	95	154	3.0618629784544726
29	38	70	-6.555359625236681
5	68	155	9.441255367364118
2	75	188	0.8313890724574087
44	58	109	-7.479269348205935
52	97	133	3.0227861516228227
5	111	119	1.8090186368348142
78	110	198	0.6352583953375159
63	152	175	-7.694969710601827
41	193	199	-6.137119559578858
30	39	144	-7.099059475029275
69	99	146	7.033291248003092
16	107	177	-4.187958671614915
37	122	186	-3.9142446632907895
1	71	171	-7.733100112872284
23	132	186	5.665915782676878
88	157	159	-4.064415662239853
27	95	187	-3.082270621409675
6	45	160	-2.1661588893285977
9	55	149	-4.173749273305567
29	75	90	7.8902987001401
5	14	143	6.202571825883695
12	173	199	4.181223405779653
138	175	198	4.230358024915562
15	85	182	6.533165064148193
11	55	192	2.9195266064282688
31	39	73	1.853786958044557
105	123	198	-9.326061346304087
50	120	135	5.685624089758036
33	107	119	-0.9457854753124373
62	80	81	-6.012846280861773
65	86	129	-6.9842771854741725
30	68	121	0.8206615367835184
9	47	71	-5.096925513058503
28	139	191	-4.8941098696273055
41	108	153	-4.952883086313848
12	14	126	-2.0672494077380854
46	98	104	6.981843818263556
94	119	182	-3.081774363463923
60	195	199	-4.866723056623117
25	71	78	-2.5640595869285487
106	137	182	9.178382545846798
16	17	140	4.2641370080703
2	19	95	6.950578640739312
52	176	194	-0.02012721998706013
34	95	155	6.024065771896854
43	96	110	-7.2347419089354625
38	81	162	-7.030938926878305
128	155	182	-7.712946681619226
31	61	192	-7.002322390713291
107	187	199	5.018026660689053
85	98	128	-4.291541481226266
37	95	187	3.4967798822598457
39	157	172	6.318641938052618
76	111	173	-9.568812022402003
55	83	113	-9.174582946417878
6	12	98	7.867499196402093
59	60	156	-3.2308885757123047
102	156	168	8.754655127391285
50	64	160	8.037364507760813
38	92	93	3.8002071221541875
2	12	132	0.09201971083218652
78	145	171	4.0292413588133655
3	62	179	-7.040815207690239
74	120	195	6.547169697113514
89	97	134	0.7519350504013005
21	93	98	3.7634447930673716
40	112	125	-1.4444978511238364
41	59	73	-3.2789790524715094
13	29	153	-2.8779603496270356
59	160	174	-0.4958018865524707
90	100	103	8.951082900633256
6	175	179	4.719122097457284
20	21	40	-2.4684417052924363
44	127	184	-8.403034837264432
58	151	198	3.4445861848757104
1	10	192	-4.719520681218581
3	11	107	7.304688300135428
23	140	192	6.365702676608102
45	46	162	-4.864993227869747
50	155	188	-8.970331768113864
30	123	127	8.700180540353905
37	128	151	1.2630757896724898
34	103	134	1.087633013492317
16	81	138	7.35307056059812
46	144	195	-7.794363896325727
1	9	131	8.789543765774724
16	87	104	0.6762619888104098
43	170	193	-5.817807001227669
93	100	200	6.218780848076889
7	149	171	-7.096714623813254
7	12	98	5.172527991407119
65	78	110	-1.3061307726976334
18	48	96	8.27981809469285
118	132	143	1.4345276580879371
24	70	76	2.987304317182925
116	143	168	-1.2234851399120998
134	145	185	6.395860528608946
17	22	43	-1.120784389076272
24	29	155	-8.533259283010963
83	91	125	7.007113626487168
3	43	47	9.514590507025243
101	171	198	-3.080867096440869
30	67	101	5.454486484512355
31	67	148	1.2592370362084626
42	60	172	-9.896339379374226
84	126	170	0.6707364816156272
46	179	188	-1.9788685749016963
84	104	151	-9.465414421653568
74	103	116	-7.709200908812608
33	43	194	-9.985653379746216
13	51	145	9.160503324323493
