3 	 200 	 1000 
132	133	179	-3.5240628893709003
17	124	153	-0.027571015810565314
58	168	200	-4.741455338055635
24	116	133	9.89729574728321
36	91	167	-7.410260378742541
3	64	108	-9.415965096222369
64	76	187	-8.88438979311962
31	154	169	0.2758258111787306
3	77	119	2.8243159640378437
6	128	196	-5.310843830705904
13	122	140	-4.432762635990198
48	68	193	-9.126596440947097
78	188	198	4.712544179754714
112	139	172	6.51677034059578
19	82	83	-1.2036133438402956
9	16	152	3.274564028756494
87	116	133	-5.760352384048142
147	149	159	3.6954927353233753
116	125	164	5.660464219799453
73	91	168	3.677072898188243
66	131	199	-8.798917337694315
57	120	140	-2.213577028274072
63	91	196	6.133103141114891
23	70	177	-0.7914254598410082
14	63	93	8.127741725138694
26	58	110	7.057142600385156
51	107	135	9.178875076503537
8	57	62	4.846965210494611
116	120	148	8.810997682809962
21	74	187	1.2464114323239244
105	161	189	-1.4524048548462538
42	138	176	8.160306257590143
26	93	141	-4.616643012248738
7	175	191	-2.3071013062320045
86	139	149	-5.7087127730375276
16	75	170	8.573533699252017
71	147	170	1.1419262507565513
65	146	194	4.217898537335632
1	45	59	-1.9202349270276304
113	134	193	5.813523548242085
41	58	132	-0.9578420567618391
23	36	54	-2.10666208156427
90	109	189	-7.016447584801318
46	105	186	-8.32009906031236
70	119	196	3.205010036365037
1	58	139	7.584140850831087
3	8	167	1.9886036263004776
35	52	53	-6.571787326190863
6	100	133	9.618400934798139
97	102	130	6.455476492784843
53	102	154	-1.3526383664878665
3	39	197	6.3428850836164195
11	70	199	2.620325930494909
55	148	197	-7.76432268076957
107	113	149	-9.281688014639284
32	106	147	4.0578141198870235
83	126	140	-4.824875457659914
33	173	179	7.80956098805304
46	48	148	-0.6617045554851853
44	63	157	0.4157981065750924
105	140	199	3.0730272310372353
104	152	185	3.468626153667657
7	31	77	6.759172923380223
1	184	200	2.6216071963562637
78	105	107	5.146228110571105
83	94	166	9.0722287711816
25	140	147	-2.8907864073266065
7	79	137	7.482429506143127
66	131	155	-1.605277997212145
60	67	129	-1.194187646392507
3	121	197	-3.6959309040345474
20	87	122	8.864676221227676
10	21	176	-8.472188483495934
32	119	178	1.1983542915655718
48	78	104	-2.4744419318959165
2	27	156	1.2938468628052124
4	38	82	-1.7502331469427084
11	63	133	-2.2755432946281413
2	104	178	1.7542224705975293
76	124	125	7.533330900182079
3	65	179	8.224540346324865
131	169	182	1.3123226284472196
5	56	142	-5.174203883872083
13	148	196	9.964548657534877
84	135	199	-5.85859404768613
27	164	172	-2.539668436525022
16	68	173	7.655235454205542
82	117	182	6.780789156946582
42	65	188	-5.986885775783017
36	75	196	6.973978136903881
87	150	177	-9.63063485906517
72	128	187	-4.659981012228966
27	50	144	-0.39201620959881467
105	112	113	1.5463513606390755
9	25	29	0.19779201686480796
37	39	48	-6.369539081905923
9	20	197	4.95269763080584
91	161	199	-6.066345776661091
29	88	193	7.0209482462178165
25	114	154	3.2227800653017944
21	77	117	1.7742098581087173
2	44	120	-5.935042159215113
101	111	168	-9.749297843583335
1	56	198	-7.1671405872920175
17	36	88	6.121310241682323
18	175	184	-6.901021418469759
50	98	101	-3.862102273486512
90	152	159	6.2473943260403715
54	100	171	-1.8536065375993722
20	67	181	-0.02794987284890027
104	106	151	-0.11186692089676953
144	178	182	-0.0752825425165291
25	116	165	3.429392068316627
72	81	168	0.24591770090318477
21	168	180	-1.5568675702485013
80	95	193	-9.151965799856951
55	119	154	5.971603261534039
13	101	110	-8.4776297939107
6	83	158	-0.08747110913720313
101	182	191	5.299107717193506
84	92	196	7.0022433997283
52	106	195	-0.08728678404594348
46	66	187	8.432802289603213
50	85	110	9.24534825591806
4	73	117	-9.657939207657202
30	110	153	-1.3700594212619812
29	52	69	-5.556818017212926
85	93	146	-8.66023804063123
78	123	133	-6.621049675590118
36	92	149	-4.589411734897995
83	96	127	-6.300151259791695
57	97	194	-4.2525323442691665
7	74	106	9.727103369285562
14	82	94	2.4959640180512572
35	77	126	6.663320207117668
127	130	154	7.927341864294142
109	112	189	9.943849439447305
39	147	181	1.314391937161707
4	50	74	-1.0178783310703068
9	85	130	1.3871158077379526
59	141	199	6.077435209062841
65	122	175	-2.3561475789228066
40	71	87	-6.678081703055916
50	100	137	-2.1457068333256535
10	43	161	0.08757803090058758
26	95	105	-3.8036808744512385
14	72	186	4.400280281286014
47	132	144	-4.038923633262987
50	92	106	1.4049593154984343
111	193	195	-5.489529658049119
41	119	173	4.735693149232832
33	93	122	6.318716357222257
66	126	160	5.4682892343982825
29	56	88	-6.510844505812859
5	41	46	-2.8830926139812334
47	79	142	-4.429540712159694
74	165	172	6.423392124009098
7	184	193	-8.4452872986224
17	42	190	-1.2076084075073297
49	66	200	-8.552540844683305
42	83	199	2.3539500762959538
42	129	162	-1.286529958928888
61	62	116	-1.7028713752726645
19	33	60	-9.003756279954917
15	61	86	6.980945498875538
34	162	185	-2.6298395188459134
35	43	83	4.092235002933913
6	107	160	3.196376284360431
10	58	189	0.5512078975193031
45	72	158	6.010731447122549
46	80	95	8.539921487168975
1	146	153	-4.032567448439995
47	100	151	-4.585618460510739
50	87	110	4.618543145473543
151	165	185	2.5177848707347223
55	61	65	-9.886562346330843
55	73	127	-2.643229463514869
95	194	197	1.0562591490618782
28	133	167	-4.821083010438163
123	176	199	-6.680562002182051
74	77	188	7.769352302881934
154	191	196	-1.6554789890076869
16	60	102	2.8455634762252267
14	50	120	-4.955959610487484
39	163	197	-9.85775581245023
10	13	168	-1.1302726092844502
47	87	153	4.61865004670287
56	91	93	-6.781920499760732
4	24	85	-3.968180561728982
84	137	176	9.43454437375938
90	145	184	5.856619813409477
98	113	196	-7.321598398439582
5	148	158	-4.8016419622267925
8	79	168	-8.447369513956712
14	29	192	-8.539742191880826
157	174	197	4.4770527805296485
49	126	196	-1.8006390928300497
6	12	122	-3.68214910981314
126	190	200	7.590540675265476
65	182	187	3.4732000491071986
10	34	149	-7.113479799566138
23	65	69	3.744332756942544
104	172	191	1.3087492571127353
19	86	112	-5.980184423521367
12	27	196	-1.7320013548150932
84	91	105	4.197499221682904
9	79	83	-6.173913053016831
34	63	135	8.282630070536115
100	109	196	-7.411554779366094
59	148	187	9.809679019949836
16	136	148	-6.841364969022088
20	64	80	-8.264823916100639
3	61	159	-5.304381499817083
32	36	194	1.1497241261153395
40	82	114	1.851857938384157
6	69	197	7.327377332640761
45	122	190	1.8954350268854192
20	33	139	9.296577977216682
14	51	58	-5.2600163566337965
16	67	81	7.206421022116224
50	65	143	8.586356272258719
78	121	153	1.0689510744107977
38	147	193	-2.3342784742150773
46	71	196	-9.819630340440117
87	144	163	8.392134908618562
6	41	167	4.581793855011398
25	177	196	7.815829003505424
10	49	103	8.10757005535191
8	88	107	-8.06323914729134
66	68	96	3.0975180505097804
88	90	117	-5.477290858960071
13	41	181	-8.80534898606415
17	129	147	1.992723110438737
63	69	156	-5.3995385309543
25	57	153	-3.41942109144642
1	93	99	-0.04809726431081529
13	169	191	7.222544809679256
87	151	169	8.045796589602013
20	35	71	-7.440574776129387
30	41	159	-5.5694267452667034
24	132	177	1.5711303554476768
38	40	48	-1.6584057282011582
15	130	171	7.425343425640573
37	52	139	-3.1867417626140533
29	47	91	4.619790967862119
11	21	40	6.143676961262674
152	169	173	1.3611435005159684
1	15	64	-5.007258871685218
49	113	140	2.4612416344390997
77	95	150	1.2387530564845495
73	78	149	6.484339655750524
41	147	195	-3.1705597811693975
55	68	95	-8.58196627959132
24	98	192	-0.7138843915598674
32	123	153	6.7284456088962195
56	161	194	-8.906582762648567
8	84	137	-0.14063484967177864
13	77	170	-5.972801706997122
14	134	145	8.988185356584179
41	90	188	7.538676819318553
2	122	157	-3.083115704676562
12	50	160	3.182307728741602
100	121	164	8.419567778303872
99	132	162	9.685501282765266
42	63	131	-9.483919155999779
17	127	175	-9.285865714736357
10	31	174	9.515408967379958
105	139	179	9.887128051757468
29	114	132	-1.4987277830887784
38	41	115	-7.437338031484575
144	166	184	-4.6690011524910835
20	27	68	2.5576829906243645
25	99	143	-6.836919436228972
149	151	158	3.165820371829515
45	81	178	8.363060398393959
76	140	157	3.6790731232165346
30	68	173	9.812380285136715
6	71	146	-6.978817449325277
79	109	155	-3.636891768311818
21	24	41	0.8311714817502001
13	33	117	-5.196028001506161
74	157	200	2.945237224430029
57	67	123	-4.356717734824227
8	76	123	-5.409691662780361
24	99	134	4.007657454666862
78	87	166	-6.894199482544641
2	43	137	-9.594002676017732
18	19	61	2.270322828523037
79	106	156	-6.752280440942641
95	145	161	-7.335098042896464
1	21	132	4.462105046072036
25	73	155	9.062239299236932
1	16	119	-3.407202540776602
74	141	170	7.816926479411606
64	66	93	1.1558481644640732
1	88	126	8.599430883934453
61	146	147	8.582359792190658
21	83	155	-5.536446973319187
42	150	166	-9.853474700329048
107	113	182	2.4783576735051476
70	119	158	5.943794528221392
89	93	132	5.1424632419862455
22	43	136	-8.30265946790006
5	7	90	-4.127726871043391
25	52	69	1.104467232009645
19	39	198	9.811293867254257
36	44	171	3.2426393853970925
45	77	145	9.531612881916615
7	22	51	1.1512564422823104
17	94	179	-1.597919286933955
2	55	62	-7.479978615699759
67	103	114	-3.0903437852251514
104	158	188	-6.635449560939815
5	22	39	2.6996203006764308
95	97	180	5.444053486101906
56	75	122	7.8080816403888775
53	67	70	-1.9760589009421299
31	112	122	-7.630950783527521
100	112	140	-5.793636032207148
47	114	199	0.04318269620648252
91	131	132	4.9536552267990235
14	39	116	-3.5176513539857623
45	92	172	3.9949843102431952
2	67	87	-7.317526475061966
119	124	127	-4.737834496130297
53	90	162	-3.078987681296055
5	24	96	0.40571635427502706
28	30	51	-5.730219839550392
58	114	175	4.776731374983498
17	97	143	-1.6351678070131825
50	156	159	2.2478104401879566
9	93	150	8.50155542476245
41	56	130	-3.3068140084905995
4	28	164	-9.82913823085637
26	33	166	-8.441725422698365
78	153	180	0.6558915182122309
75	115	119	7.094362894921243
54	142	188	5.868091650118622
6	56	153	9.018504401895594
14	41	42	-3.458144591392836
19	91	166	-8.036498457743377
137	177	194	9.92578258976123
42	107	142	8.085942773479314
8	89	167	1.5638829028646555
127	172	184	-3.9315961000644677
41	52	133	-2.230078902495734
17	133	146	-6.3068649036740565
103	121	147	6.69003017326887
8	110	113	-4.049643300175889
15	72	130	-2.6766155008998282
43	141	167	-4.4244012765324285
52	69	125	8.55566593954629
50	71	145	-2.724305336748225
84	92	99	-0.12053311518529952
132	150	200	9.94549151556183
37	91	134	-1.649043395187162
32	47	120	9.97248741055337
4	19	67	-4.930852340106129
24	121	190	-5.197115017363753
1	150	167	-9.980348491595057
8	80	99	1.831523581505456
81	144	151	9.252144915899322
12	23	198	5.501102897637381
49	70	85	-8.053953905163766
53	71	140	7.15490460388374
126	127	188	-0.5987180427347667
5	127	156	-6.766111821348455
1	52	65	-7.286665271262374
64	165	195	5.729020718215175
69	127	191	7.748752327539073
7	61	133	-3.634570675486284
1	46	89	6.738243629016274
16	149	165	7.120383386956412
24	66	168	7.172072484274516
52	104	117	5.026006847118898
6	86	153	3.585686181701508
26	45	132	1.3522102399843146
51	138	170	-4.222812776440204
24	51	53	6.380742840668862
42	48	74	9.293957664272984
22	35	80	-5.8514444712912095
105	127	172	-1.22427720669193
142	169	170	-8.759535179450788
22	112	126	5.428636599812361
59	140	196	1.3787364401596456
74	75	125	7.790605468516556
1	115	170	-9.402116092956753
16	50	98	5.539646091955195
33	84	127	4.732853768529985
87	113	132	-0.775177713518767
16	134	178	-8.676414724845774
70	119	178	-9.256486778538944
24	107	118	-0.4007720960081169
8	31	82	1.6639060440532774
50	120	150	5.13931937691536
8	70	110	4.060483698353794
22	132	156	8.864121885058172
46	103	188	-7.916462265300774
13	108	178	-3.824817290309996
67	137	198	-0.6973919985273351
46	82	167	-5.592052160034799
91	144	173	-9.88525093072341
19	46	150	2.5052096027170005
78	93	152	-3.8435572990915716
68	107	110	-3.0720723122723843
52	94	154	-1.046724904356049
6	91	152	-3.752638954417529
13	64	65	-8.714348082942534
17	147	189	2.0065539923354265
12	98	188	9.864880821820663
17	67	72	9.965454038128026
37	43	178	-8.679210615675409
124	142	198	-9.093698647252053
4	114	145	-4.291264758326296
55	149	150	4.744029848484754
84	104	152	-5.607931132707746
28	100	114	-5.803768454408105
62	90	199	-7.566634137547452
24	166	175	8.580089946143971
18	34	195	-6.353573332079138
97	134	157	-1.8920811664277082
9	148	182	-2.1790305680294875
31	96	175	7.89639309529835
56	102	174	0.38848682299899195
34	58	164	-5.472766435940231
129	143	157	-8.556503596007685
92	138	177	-2.305248232811106
29	78	161	2.487818649375413
58	136	142	1.1867529382765873
27	96	164	-5.044001691700459
8	112	177	-8.048471527134291
79	112	194	1.3483842758066018
26	67	155	8.864014844815678
21	61	88	-2.3458457612585493
6	192	195	-9.793018357658186
1	12	70	8.495487171287785
1	43	151	-5.7814732402478
37	53	132	2.9663021408838333
1	86	191	-8.135424907254468
35	70	115	-6.42252359046199
21	67	176	0.3623956819231857
37	114	151	-3.4056834101148237
14	55	122	-2.3346939007952354
38	96	115	8.303776114468235
7	21	166	-7.272012585651622
75	102	140	-8.374840634741448
2	153	196	-4.311744294600375
65	147	194	-9.980891260897609
7	51	64	8.889012079582528
33	128	147	7.185396237386897
12	97	200	-9.657365062896698
30	105	176	5.368723110919584
40	75	165	-7.925245731630779
10	45	122	0.9231186259997699
30	178	180	-0.9111262931850135
55	99	157	-2.6221037929021085
130	133	147	7.216195935022828
92	148	171	8.876185037389067
17	153	170	-8.700255109136986
70	76	117	-2.3951972797541776
3	43	69	-9.414412163320447
47	86	192	-4.171070370790506
62	93	144	2.9726501108951897
41	83	181	2.1377900969958574
132	168	187	-6.792397422263821
62	98	105	5.813279982328796
94	104	184	-0.9964439553804709
78	106	116	-3.431458617060617
14	25	50	-3.021365538707988
105	131	167	-1.6278077282182544
35	91	114	-9.168737974846001
35	128	200	2.8796475747059684
75	80	162	-1.2430650212102794
11	46	124	-1.3685462599015086
6	30	47	-7.419585840243881
18	117	167	-8.699336830492058
14	23	155	7.152819442060778
49	161	198	-5.377419523524509
8	159	170	-1.8794466086599382
97	109	136	2.6211374019013007
2	105	142	6.763257880777452
5	8	26	-8.772004996716431
11	99	106	-4.625743243636988
61	115	125	-8.559420019856983
4	85	98	3.1734674629304127
6	81	153	6.323358356075111
24	63	182	-6.566402555666528
165	174	193	6.478303129542976
20	119	127	6.476328314054516
30	31	55	5.28997844476881
57	117	126	8.010938775590411
86	121	159	5.635399657283688
95	122	130	-1.0297187376016481
11	79	133	7.695435366752921
53	85	114	3.6121441226704736
37	57	129	-6.464025744525972
20	33	142	-0.7340487888925473
39	43	178	-5.375519339699572
21	58	125	9.560137893788635
5	62	82	-2.5281010233421313
57	87	186	8.241657928499674
10	125	182	-2.2035243371119932
48	98	186	5.5981352578267
188	193	196	-6.481264948821302
3	27	92	-7.452629775665393
41	110	129	0.7806559323951348
37	65	188	7.043784937737335
53	103	175	9.541292215063532
20	137	143	1.2725978938466405
84	112	191	9.805745162561283
72	74	151	-9.269449242345189
62	109	173	-0.03363969450795423
124	146	162	-6.694843512143636
65	126	172	5.759616110229029
67	103	170	9.420572275004062
112	158	188	-5.90001330560667
53	74	78	3.4775991816424145
30	52	97	5.735045091692184
41	92	132	-7.809719951465439
98	111	179	6.893446142852728
114	132	161	-1.381225862507243
4	54	184	5.8306632571190615
82	105	153	-8.624615289724264
81	84	116	3.107018025566326
37	49	128	-4.8312432028171814
51	127	184	7.149550884666404
51	127	162	1.9939033268927702
4	11	192	7.01457500588489
55	65	90	-7.5257084939870245
76	84	149	-3.5515563221976665
55	157	187	-2.047475153209941
49	147	179	7.421373503168773
35	130	182	-7.8596563506349
80	129	151	7.542674408426834
4	47	76	1.7707100029292775
9	101	181	1.8795472396191286
50	52	154	6.8488315082217675
18	29	102	-9.95287730076241
22	86	183	8.300696123640293
38	64	162	2.140049750950112
10	90	194	-4.902901413536429
47	55	68	-4.1627452691147955
28	81	140	2.3311428467671007
51	97	125	3.024687473159453
50	59	70	3.974789430996717
6	40	43	2.777556274586834
61	82	186	0.24699701731030643
67	75	132	-8.121000885988911
96	112	180	2.8929382180454066
96	140	160	-9.514858435605127
48	100	168	4.921102061242253
59	96	117	4.514853678296751
31	35	105	7.095374992208701
156	176	184	5.63288352926644
63	133	146	3.4802448764230185
61	129	136	7.274458388117889
81	122	123	0.7963920407810487
11	19	176	2.013995405083943
68	98	173	-8.558808967175025
78	137	161	6.969495784857699
3	5	18	-4.48646214506155
161	169	195	5.6513147693468255
56	94	165	-8.556795705566952
36	92	120	3.69652698499425
6	9	26	-6.853551440094696
40	83	102	9.30125014200151
15	125	169	9.363906390875528
73	106	129	0.35996115140902774
28	166	189	7.833986485655402
143	148	185	-8.858592520310108
53	132	162	-0.13880621188509856
76	126	200	9.92721430567197
50	72	115	1.1519210495518362
153	158	164	-6.943077391628791
96	112	163	5.471942126767338
84	117	147	-9.851058570304245
35	155	190	-7.584474661264371
61	109	127	2.836552489203596
82	92	120	-5.307900262760388
166	170	174	1.5649380858190032
89	104	164	-2.0018027661633226
41	82	190	-0.5368980696407313
14	22	177	-3.2008162351963794
107	157	188	2.3516148214762147
58	76	199	-3.2251542782515275
26	71	113	-7.231340577843115
100	101	132	-0.2620622815547424
78	81	89	-4.588298880364842
96	140	150	2.7607988120652376
39	67	153	6.928519089065134
50	158	185	-7.829054928758095
135	182	198	-4.821988918464422
142	182	195	8.92764800307198
154	168	193	-3.3218894619230666
6	80	132	-0.34596917686146256
26	46	142	9.973719873214073
27	70	91	2.834978813020257
22	117	164	-9.196460105012612
160	168	185	6.047464647681426
92	132	159	8.269002798311302
128	168	177	0.5853008879922292
22	133	141	4.583654973573321
35	36	157	-3.3371832708095672
