3 	 200 	 300 
166	168	177	-5.261761685258803
33	73	148	-5.013482883006166
9	59	177	-3.223208669473654
9	24	50	-0.5889717779621328
64	119	136	-8.734890558525512
120	151	182	6.575088979292488
82	112	114	0.7786720280846566
46	78	135	-6.127042129055884
52	177	195	-3.5491889272787276
5	6	11	0.17278009576741837
6	82	173	-4.69112004269959
8	138	154	-2.4289971524210063
108	162	171	3.6736093076383796
18	113	162	-6.334990639262326
35	82	134	-9.56172706439444
27	53	110	0.8241719441302227
56	76	180	1.2725047637697209
51	82	85	0.035733277787706186
26	97	196	8.96262059645014
40	63	115	0.02749429236260781
33	79	81	7.966426856247619
34	124	129	7.915082683163078
12	51	94	-0.3615233245830307
1	55	58	-3.7341805485227457
44	85	89	3.4704527550040147
32	135	161	-1.8777150908758262
19	77	83	9.210326112353506
111	145	171	7.394124471493196
3	126	160	-6.023181179801799
36	126	161	8.985148358746294
3	177	190	-1.4128044550645509
4	52	100	-8.23786354815496
16	51	117	4.348722412029243
4	103	104	-6.6902552113526
27	44	154	-5.164868755039418
10	48	137	0.3555192567452288
64	72	101	7.960453605364659
27	105	135	-6.3757328993316476
26	44	108	-4.083528585062042
3	88	166	3.523316403262836
80	125	163	-7.057905033238059
33	147	168	1.2137416768775395
11	58	79	8.486679224871011
93	111	171	-5.671327017805159
81	166	184	9.879063677502003
42	91	106	4.326012364119309
2	106	113	9.362674085637561
144	161	165	-1.4792922368062449
33	42	149	8.290977438090877
1	30	155	-4.607168125275864
82	187	200	9.592607405776647
37	122	197	3.760573538168874
50	71	200	9.038985644276515
59	119	156	1.2236916633554102
37	122	158	-5.418321427324639
29	118	129	9.16397679016843
45	128	167	2.9445119163674534
72	153	184	1.7183041616540287
108	129	134	5.923822699859505
124	138	146	9.751762976612412
26	87	196	-0.20549263813259344
42	94	146	3.206747442902058
32	55	194	1.0211894613924137
161	165	166	-2.294306789248795
100	106	160	-1.435526068217019
34	114	166	7.384933222966534
25	88	139	6.996362717606004
15	94	200	8.14822638713743
70	82	176	8.75537692026862
135	158	162	-0.14376773197678894
