3 	 200 	 250 
9	31	100	-8.636436468540747
114	124	174	3.4890340777293325
34	73	135	6.849817801501263
57	63	102	7.419426652138672
92	159	195	-8.847678861421285
142	149	188	-5.244503898509856
99	160	181	7.339855068532952
19	25	176	5.247678266559516
105	125	160	-8.118806380390609
11	47	107	7.65599651461735
82	126	161	-8.765157830502794
101	172	192	5.471806781740769
16	19	113	-8.974764342738235
8	104	188	9.210830231433967
1	88	90	-0.3262903676252513
18	47	128	-4.709166110717849
24	133	140	3.119782897144951
10	98	136	6.480998378281448
126	166	196	-5.488573231902567
37	109	156	6.83855560152449
11	54	61	8.100955678429631
78	168	178	3.185956990249002
91	188	196	8.218977697934264
1	51	52	4.602600693115388
30	145	186	-5.7134200706549
3	143	173	5.5076797433737
2	140	163	-6.8632635846684
19	67	150	-3.5328066532809625
5	27	148	-1.5046300629686336
16	89	182	-2.887624364273198
19	31	127	-0.023293406255028515
41	111	142	-4.304997566949444
93	148	191	1.3550122177452835
146	159	199	-8.146583787692382
109	151	173	-5.325028383857697
12	20	119	5.373175492652768
8	41	177	5.6132048557359475
140	151	169	9.348773849589758
44	86	189	-4.591588089626068
40	89	188	6.056976259545582
32	117	198	7.222889320615597
5	108	139	-9.253011654348647
161	169	188	4.320398576833977
104	123	160	1.2454004053591206
115	120	127	1.3934762046323605
48	52	191	-4.361600900780063
26	82	106	4.696921279965231
17	22	173	9.305267947152906
57	73	109	-1.3879169482915117
78	127	147	-3.885000418817004
116	133	147	-6.283267676266064
75	131	149	-7.257837689153308
28	82	155	-6.910303597279947
74	118	125	-4.019777269357463
41	53	149	7.064792759737934
71	157	189	-8.170394402275015
100	114	164	6.975044364324901
10	38	74	-6.227906510782654
44	76	181	7.211854117668096
54	94	159	-3.210174938595043
3	65	109	9.720861839135509
21	32	129	-8.01063986800796
18	77	200	-3.8741540210703835
51	105	144	-4.003990632250398
76	120	191	-2.746009354051104
77	147	160	7.346669929729234
60	146	177	-3.88651229357325
43	79	163	-6.566128905065272
121	126	144	-8.913993284267821
9	94	180	8.67913449799509
103	115	185	-7.0432443742249085
65	174	189	8.911755594154165
2	57	161	7.421506293480977
44	98	198	6.662566299937048
43	103	158	-3.2396925865263775
61	163	187	-4.87750515894545
58	190	200	3.8133317840416936
115	194	195	-3.7100217451595814
62	155	182	-5.260800416582945
102	179	189	3.5401245471381078
25	95	162	0.17051735365883935
53	87	144	5.719301079410597
16	83	103	1.2923899784302169
61	121	167	-3.0489288274508652
8	42	185	-0.5888630318332133
4	25	187	3.1911075263777455
27	76	81	8.511221056816247
89	107	137	-4.078356396433762
61	177	188	-9.311926525071604
151	187	190	8.995929065279135
14	70	174	-0.28405023800532625
30	36	76	4.860157888247109
38	138	186	-4.5572832376903545
6	56	170	-8.122252038819129
3	5	15	-0.783566721918314
65	124	149	9.054276740168781
19	40	70	5.066435649193384
48	74	149	-5.865886623709491
77	149	171	-0.026517208533318737
32	110	180	-7.08586985799295
27	52	137	0.8203356731821092
83	118	148	-3.5239241959672807
84	100	179	-0.7833696544020352
61	166	172	1.188317584077934
24	117	200	-5.272587684479529
13	77	135	3.448551878454877
32	66	122	-6.880958946485885
92	119	139	4.597400228433525
46	148	177	8.047928679973307
50	122	168	-2.683465229193196
14	15	84	5.972200900748755
25	42	47	1.9021295056532939
45	94	179	9.676302097408861
35	107	157	4.758861323508608
60	61	64	-9.959694050549025
51	89	98	0.5586061611199327
29	81	108	-2.8146582057844256
7	71	159	2.6395711643302437
82	130	150	4.847953519313137
11	19	134	2.789581518749106
9	100	136	-9.475370732896298
30	154	166	-1.382242792530164
11	111	145	9.764256002806146
96	137	159	-0.7766368653353783
1	6	84	5.129449105112586
56	153	189	6.4697875071084425
27	31	86	-5.292470402831007
67	187	191	-5.997026840371218
34	84	118	6.361618763381301
78	122	195	3.5465432213247894
81	140	190	-9.420580729744737
12	116	126	-9.993608907831035
5	23	29	1.7390078275071623
14	27	154	-6.806145132565302
48	126	167	-9.390388760038284
8	39	123	-0.3031044683821893
117	154	168	-8.406207145924725
87	104	131	8.230681873240144
54	81	126	9.621048095956091
44	180	191	-1.9715458594894208
5	25	137	7.054686239139588
98	115	196	-3.281203537773976
77	93	185	-1.840494439466232
48	152	171	-6.394165928691395
125	165	166	-6.785161712977983
64	178	181	0.5130787551108202
23	190	199	1.7224843440492208
74	190	196	0.6724859022918004
111	156	183	2.7164788196970626
84	163	185	3.330967148053311
18	19	197	-9.630204243615568
30	107	119	0.31972251412375385
2	145	177	-0.4287536271182262
97	136	194	-5.924774583036809
2	43	131	-3.014204387198591
102	146	154	1.6350748757784483
54	154	175	-0.7028094315208389
128	133	157	4.020294637863753
71	133	157	7.556125717225928
150	162	168	-2.4030456416102552
101	140	189	3.629649903871261
15	61	74	3.2969538034036354
76	81	116	5.373951406779776
43	198	200	6.4511201633481114
84	179	193	5.565628338890008
9	147	173	7.2305065221275235
7	44	67	-5.102609830904741
79	114	195	8.25799106252181
106	157	199	-2.648715144068343
68	104	166	7.321134216165724
30	108	128	4.812231091001593
79	80	134	9.985808608882706
4	12	171	-8.378014300765692
19	186	188	5.032468360939582
16	44	161	6.0025266662603585
5	7	119	7.651074249556402
53	99	183	-2.4336493698397383
57	65	110	4.3052533713591945
48	102	133	-1.8421837575702469
41	120	159	5.415700219003025
23	44	173	-6.622907542041821
110	127	183	5.1409760053479285
37	76	194	-9.577321288436941
32	53	152	-5.390253044092255
23	51	160	-3.9556748540338704
29	47	165	-6.8243409670606
12	40	151	-3.8019056461325267
29	78	160	6.586269909519295
54	122	158	-2.764487691200075
54	72	155	9.548656642746462
11	99	189	7.383107163852028
24	187	190	7.986559891990744
77	87	115	6.495920932007696
4	137	166	5.819128112610718
14	19	66	6.710537297565487
90	136	166	2.035161936868432
60	123	183	7.570140012285648
90	112	181	-4.008626819929466
111	134	165	-5.002197139862594
4	112	191	-2.5955196302280736
88	132	149	-5.868792785742896
2	15	198	-4.293202483607532
56	158	191	-9.986266168417453
50	136	180	-9.523420686124783
29	54	57	-1.3143522920585156
5	75	134	5.143868897378301
97	110	188	-5.368882881713459
33	49	133	4.096168412436574
22	38	49	2.724524920751916
95	121	196	4.589959518331712
43	64	178	1.272557173866101
35	48	194	-5.11634396325711
147	149	192	1.881866249075543
65	106	172	-8.78547518922397
11	48	157	3.3279820445304136
100	117	189	2.8115266387642617
41	129	149	-3.7680898880767284
25	36	103	-9.89279128075031
146	147	184	5.486073327570979
108	136	199	-8.52955067319963
26	82	101	-1.24005530684801
38	99	125	-4.157380043924199
52	72	194	5.28732730050784
44	89	106	-9.244310720754417
55	122	183	2.6269104478560905
76	91	118	2.1605941049272275
15	58	146	-6.690016551184943
4	66	159	8.944007615704098
103	134	182	-1.1644450699439552
14	103	152	6.0144084169513725
9	74	128	6.188681604010409
45	52	169	-1.961637360279287
82	96	133	-2.2042204470545945
62	82	120	-5.11679435623245
66	147	171	0.7023404329715746
49	53	119	-5.288113962365067
56	106	119	2.289994059097406
99	103	117	-7.424965338981715
95	172	179	3.9229113086598986
8	58	101	-7.212770826463679
113	118	134	-2.1392310691684013
35	37	68	1.8504529723124197
27	58	189	-5.248311518640351
103	160	187	-7.632414955759048
83	136	176	0.11389583995942765
70	102	110	6.707615782817381
26	51	64	0.7234212758388292
112	125	179	8.865827043937113
13	22	28	6.953434941776035
13	127	166	7.7964366607545585
-1
